Featured,Track,Name1,JobTitle1,Company1,Name2,JobTitle2,Company2,Title,Abstract,LinkedIn1,Twitter1,LinkedIn2,Twitter2,Slides,Picture,YouTube,Keywords,Teaser
No,deep dive,Lorna Mitchell,Developer Advocate,Aiven.io,,,,Go Big with Apache Kafka,"When your data needs outgrow the traditional setup, spend some time getting to know Apache Kafka, an open-source, distributed event streaming platform. With high performance and epic scalability, Apache Kafka can get the data flowing between your applications, components, and other systems with the minimum of fuss. 

This session will show you around the basics of Kafka, explain the problems it is best suited to solve, and  introduce some of the tools that make dealing with it so delightful. 

We'll also show how you can use Kafka from your Go applications, and showcase the integrations such as Kafka Connect that can really take your systems to the next level. This session is recommended for engineers, data specialists and tech leaders alike.",https://www.linkedin.com/in/lornajane/,@lornajane,,,Conf42 Golang 2021 Slides - Lorna Mitchell.pdf,golang_lorna.png,https://youtu.be/hl98ShsDQ4k,"go big,apache kafka,open source",
No,deep dive,Ishuah Kariuki,Principal Backend Engineer,Hover Developer Services,,,,Terminal Emulator Basics in Golang,"Dive into the inner workings of the Unix TTY subsystem and understand how terminal emulators work.

Have you ever wondered what happens when you type something on your terminal? Why signal interrupts such as Ctrl-Z exist? Why are they called terminals in the first place?

This talk aims to improve your understanding of what happens in the background when you use terminal emulators. We'll cover the basics of the TTY subsystem and build a simple terminal emulator in Go. 

Talk outline:
 1. Introduction: A brief background of the current state of the TTY subsystem.
 2. Why PTY?: This section explains how Linux PTY works.
 3. 10-minute Codelab: Build and run a simple terminal emulator in Golang.
 4. Conclusion/Q&A",https://www.linkedin.com/in/ishuah/,@ishuah_,,,Conf42 Golang 2021 Slides - Ishuah Kariuki.pdf,golang_ishuah.png,https://youtu.be/A90IyuRkrPs,"tty,linux,terminal emulator basics",
No,deep dive,Luis Cardoza Bird,Founder,DEVotion,,,,Building Blockchains on the Go,"We will learn about how to create your own blockchain distribution with GO, learn about the differences between a Database and a Decentralized Database, also explain when, why and how to implement a blockchain using a Microservices architecture with GRPC, and have fun creating or own genesis cube and streaming services.",https://www.linkedin.com/in/luis-cardoza-bird-82a1aa95/,@Crdzbird_,,,Conf42 Golang 2021 Slides - Luis Cardoza Bird.pdf,golang_luis.png,https://youtu.be/HARyWxc6TZg,"building,blockchains",
No,deep dive,Ilya Kaznacheev,Technical Lead,MTS Cloud,,,,DDD and FSM: tackling complexity with state machines,"The talk will describe how you can simplify the implementation of complex domain models, using FSM as a basis for building logic and interactions between elements. At the same time, the topic contains a minimum of theory and a maximum of practical advice and examples from the author's experience. 

The participant will learn:
- how FSM is applied to a domain model;
- how to manage the state of complex data models with many independently changing entities;
- how to implement interaction of different domains depending on their states;
- how to make error handling in complex processes fault-tolerant;
- how to use this technique in distributed systems with synchronous, asynchronous, and event-driven communication.",https://www.linkedin.com/in/ilyakaznacheev/,@ilya_kaznacheev,,,,golang_ilya.png,https://youtu.be/KJV6vspieSM,"ddd,fsm,state machine",
No,deep dive,Francisco Daines,Senior Software Developer,Walmart,,,,Using Arch-Go to continuously test the quality of our architecture,"In every product, we start by defining architectural guidelines and code conventions, but the hard part is to check if the code adheres to these definitions over the time. Arch-Go is a testing tool that can be included as part of the CI pipeline to continuously verify our architectural guidelines.

Most authors defines software architecture as a set of important decisions which are hard to change. If we are working in a software artifact, then these decisions are represented as architectural guideline, because of that it’s very common to talk about some unwritten rules like “Don’t call repository components from components in the presentation packages”, or “prefer the use of structs over too many parameters or return values in functions/methods”. We can check this kind of rules as part of a code review process, but as this is manual, is errors-prone, then is possible to pass this quality-gate and push code into our master branch that breaks our guidelines, so we need a way to automatically check if our code adheres to these rules.

This talk is about Arch-Go, a testing tool which provides a simple way to document the architectural guidelines and checks if our Go code complies with those rules as part of a continuous integration pipeline. We will review why we need to check architecture quality and how Arch-Go can help us to automate it.",https://www.linkedin.com/in/fdaines/,@fdaines,,,Conf42 Golang 2021 Slides - Francisco Daines.pdf,golang_francisco.png,https://youtu.be/LAWdzqBtxL8,"arch-go,architecture,tooling,test,guidelines,automation",
No,deep dive,Mahendra Bagul,Software Engineer,InfraCloud Technologies,,,,"Play with KinD, nGinx Ingress Controller and Secured gRPC server","Would you like to know how I verified mTLS gRPC Client-Server setup on KinD based Kubernetes clusters?

I want to share that experience in this session. The gRPC server is configured with server-side certificates and running behind nginx based ingress on KinD Kubernetes cluster.

The gRPC Client with client certificates can talk to this gRPC server, thus creating mTLS communication.
I will cover all configurations and code changes in the talk. Excited?

Setting up mTLS for Client-Server powered with gRPC (Golang and NodeJs)

Golang gRPC Server (Runs with server-certificates)

NodeJs gRPC Client (possesses its own client-certificates)",https://www.linkedin.com/in/bagulmahendra,@bagulm123,,,Conf42 Golang 2021 Slides - Mahendra Bagul.pdf,golang_mahendra.png,https://youtu.be/1Jbmtdjxhjs,"KinD,nGinx Ingress Controller,Secured gRPC server",
No,deep dive,Sean Dubois,Developer,Apple,,,,WebRTC: The secret power you didn't know Go has,"Robots, Virtual Reality, Multiplayer NES Games and Censorship Circumvention. These are just some of the things being built with Go and WebRTC. This talk will teach you about the technology that is powering the cutting edge and why Go is the language to do it.


If you know WebRTC you know Pion WebRTC. With 7k stars on Github and the 23rd most popular channel on Slack it is growing fast. The company formant.io recently announced a demo that allowed you to control a spot robot right from your browser using it. Piepackr allows you to play multiplayer NES games with friends. Tor is using it to bring uncensored internet to those that can’t even download binaries.

In this talk you won’t learn just how to build things with WebRTC, but get a whirlwind tour of concepts that you can apply to other projects. Learn high level topics like NAT Mapping, Congestion Control and Error Correction. These are things that we take for granted, but don’t have the luxury in high performance networking. Learning these topics will make you stronger going back to other problems.

Then see a quick demo of the Pion WebRTC API. How can you express these RTC topics using a simple Go API? Last we will finish with the most popular projects build with WebRTC in Go. This will inspire you to go build your project that will change the world.",https://www.linkedin.com/in/sean-dubois/,,,,,golang_sean.png,https://youtu.be/4kdU9_a-gII,"WebRTC,secret power",
No,deep dive,Vincent Lesierse,Solutions Architect,AWS,,,,Building applications in the Cloud using Go and the AWS CDK,"CDK stands for Cloud Development Kit and it allows developers to define their infrastructure using the code they know and love. 

The AWS CDK is now available in preview for Go developers.  In this talk we will explore what the AWS CDK is and how it can help you define your Cloud infrastructure. 

We will show practical examples of how this CDK can help you build your Go applications in AWS.",https://www.linkedin.com/in/vlesierse/,@vlesierse,,,Conf42 Golang 2021 Slides - Vincent Lesierse.pdf,golang_vincent.png,https://youtu.be/Y8EbPFNdwxU,"building applications,cloud,AWS CDK",
No,lessons learned,Dana Scheider,Senior Software Engineer,Envato,,,,Choose Your Own (QA) Adventure,"Every organisation needs quality processes in place to ensure the software it produces is maintainable and satisfies customer needs. But what to do when your organisation doesn't have, or can't have, a dedicated QA team? You're in luck. This talk covers everything you'll need to know to not only adopt quality processes within your development teams, but to create an organisational culture conducive to releasing reliable, maintainable, and consistently high quality software.",https://www.linkedin.com/in/danascheider/,@DanaScheider,,,,golang_dana.png,,"testing,qa,quality,process",
No,lessons learned,Mofizur Rahman,Developer Advocate,IBM,,,,How we accidentally created a Cloud on our Cloud,"In an effort to automate tasks for our users we ended up creating a cloud (kind of). In this talk we will describe our journey towards automation, and how we accidentally created a Cloud on our Cloud and why we chose go to do it all.

Part of the job of a Developer Advocate is the ability to demo or show off portions of your technology stack to possible users. At IBM we run many workshops and tech demos every week for our clients and conferences. We need to create, monitor, maintain and clean these assets. In this talk we will describe our automation journey from bash scripts run and maintained by individual developers to automating the creations and deletion on automatic schedule with a UI. We will discuss situation, our iterations on what we tried and the painful portions of them, and how we accidentally created a Cloud interface on top of the IBM Cloud, or easier said, we created a Cloud on our Cloud. 

Ideally, we’ll show our journey and the lessons we learned along the way, and as an audience member, you’ll come away with nuggets of useful tooling to make your cloud usage more streamlined, and hopefully, you’ll see the pitfalls we fell in and you can avoid them yourself. We’ll show off some bad code, some good code, and some robust code; all open source and in Go and available to allow you to leverage it too.",https://www.linkedin.com/in/moficodes/,@moficodes,,,Conf42 Golang 2021 Slides - Mofizur Rahman.pdf,golang_mofizur.png,https://youtu.be/vlggcXV2lcc,"cloud,cloud native",
No,lessons learned,Piyush Verma,CTO,last9.io,,,,Concurrency primitives of Golang - how to use and how not to,"Every marginally, sophisticated Golang code that I write needs refactoring to solve race and deadlocks. The concurrency primitives like atomic, sync, channels, and waitGroups have their uses and fail. The lack of understanding ends up with a lot of rewrites. This talk aims to solve that.

I have seen more Go code shipped as glue programs and binaries than actual web servers, usually intended to do the heavy-lifting of data transfers shortly and reliably. With such clinical needs comes a need to handle concurrency and parallelism. And each time more than one worker is doing a job, there will be contention and starvation.
A lack of useful design principle guides ends up in Engineers writing non-performant, race-condition prone codes or ending up refactoring. 

To provide an example, some of the things I wish I had known:
- the *real* difference of when to use a Channel, a waitGroup, an atomic, or a mutex
- one shouldn't be using a wg.Add() inside a goroutine. 
- How does one solve the problem of multiple listeners waiting on an event?
- How atomic Int operations can synchronize multiple workers signaling completion of work.

The talk is not limited to the above scenarios. It intends to cover a few of these constructs to reduce the refactoring that Golang engineers have to go through while also building a better understanding of distributed systems' design patterns.",https://www.linkedin.com/in/meson10/,@realmeson10,,,,golang_piyush.png,https://youtu.be/BeFLnQF78ik,concurrency primitives,
