Featured,Track,Name1,JobTitle1,Company1,Name2,JobTitle2,Company2,Title,Abstract,LinkedIn1,Twitter1,LinkedIn2,Twitter2,Slides,Picture,YouTube,Keywords,Duration
No,security,Gajendra Deshpande,Founder & Managing Director,Eyesec Cyber Security Solutions,,,,Security considerations in Python Packaging,"Popular programming language index websites (TIOBE index) and developer surveys (Stack Overflow) place Python as one of the fastest-growing programming languages. However, this popularity also puts in the target range of attackers. The attackers perform malicious dependency attacks and use misconfiguration tools to reveal confidential information. Jukka Ruohonen, Kalle Hjerppe, and Kalle Rindell in their research paper ""A Large-Scale Security-Oriented Static Analysis of Python Packages in PyPI"" claimed that they scanned PyPI for security issues in Python packages and found the presence of at least one security issue in about 46% of the Python packages. In addition, security vulnerabilities can be present in the source code of the package. In this talk, we will address the security issues related to python packaging and possible solutions to make python packages secure.  The talk begins with the importance of a secure package and vulnerabilities in the Python package index. Then, I will discuss Python packages such as Bandit for identifying common security issues in Python code and  “safety”  for dependency check. Next, I will discuss verifying and signing Python packages using GPG. Finally, I will discuss general guidelines for secure coding practices in Python.
<br/><br/>
Outline<br/>
1.	Importance of a secure package and vulnerabilities in python package index. (05 Minutes)<br/>
2.	Bandit for identifying common security issues in Python code (04 Minutes)<br/>
3.	safety for dependency check (04 Minutes)<br/>
4.	Verifying and signing PyPI and conda packages using GPG and Twine(04 Minutes)<br/>
5.	General guidelines for secure coding practices in Python (05 Minutes)<br/>
6.	Summary and Questions (03 Minutes )<br/>",https://www.linkedin.com/in/gajendradeshpande,@gcdeshpande,,,,python_gajendra.png,,security considerations packaging,
No,security,Joshua Arvin Lat,CTO,NuWorks Interactive Labs,,,,Pragmatic Security Automation in the Cloud with Python,"Taking care of the overall security of systems and applications running in cloud environments is not easy. Manually performing security operations and auditing procedures on a regular basis take a lot of skill, time, and discipline. At the same time, auditing the different processes, systems, and applications used by organizations involves the usage of several tools. For example, scanning network environments may involve the usage of tools such as **Nmap**, and scanning container images and servers may involve both open source and commercial vulnerability scanners. Some of the major challenges encountered when performing security assessments can be solved through proper automation and integration of tools. 

In this session, we will make our lives easier by using **Python** to automate different security tasks and responsibilities and use it with different security tools and services. We will talk about the tips and tricks on how to design and build your own custom security tools to solve real-world requirements. These include **Infrastructure as Code** solutions, code design patterns, data engineering techniques, and even basic penetration testing techniques.",https://www.linkedin.com/in/joshualat,@mrjoshualat,,,,python_joshua.png,,pragmatic security automation cloud,
No,deep dive,Andrew Knight,Developer Advocate,Applitools,,,,How Decorators Function,"Have you ever seen those ""@"" tags on top of Python functions and classes? Those are called *decorators*. Decorators, in their simplest form, wrap functions around functions. That might sound confusing at first, but it's actually pretty useful. A simple decorator could measure execution times, add startup steps, or automatically repeat calls. Decorators are one of Python's niftiest language features, and they help programmers write DRY (Don't Repeat Yourself) code.

In this talk, we'll learn all about decorators:

1. How they wrap functions
2. How to write our own decorators
3. How to do cool tricks with arguments, classes, and nesting
4. How to use popular decorators
5. How to decide when decorators are (and aren't) the *right* solution

We'll walk through plenty of example code together. We'll also touch lightly on Functional Programming (FP) and Aspect-Oriented Programming (AOP) concepts to build a firm understanding about how decorators work. After this talk, you should be able to use decorators effectively in your own Python projects!",https://www.linkedin.com/in/andrew-leland-knight,@AutomationPanda,,,,python_andrew.png,,how decorators function,
No,deep dive,Kalyan Prasad,Data Scientist & Analytics Manager,Creative Crewz,,,,Financial Network Analysis using Python,"Historically, networks have been studied extensively in graph theory, an area of mathematics. After many applications to several different subjects including physics, health science, and sociology, over the last years, network analysis has become an active topic not only in data science but also in finance. In a nutshell, a network is a system with nodes connected by linkages. 
Network analysis is popular to describe the characteristics or behaviors of complex networks. There has been also some research conducted to model the stock market using networks. The motivation is that the performances of certain stocks are often correlated, either because of the general market direction or the cyclicity of the same segments of the market.
To model the stock market using network analysis, different stocks are represented as different nodes. However, defining the interaction, or creating edges, between different nodes is rather non-intuitive, unlike some physical networks, such as friendship network, in which interaction between different nodes can be defined explicitly. A traditional way to create edges between different nodes for stock market is to look at the correlations of some defined attributes. In our case, we analyze one of the reputed stock index data and identifies stock relationships in it. We propose a model that can depict such relationships and create networks of stocks. We investigate and create different networks according to the degree of correlation of stocks.  Finally, we will visualize and evaluate our results accordingly.
In this talk, we are going to cover the following points:
•	Introduction to Networks 
•	History & why graphs
•	Finance evolution in networks
•	Understanding Network structure
•	Leveraging the power of Python Graphs
•	Real-time finance usage of network analysis using two examples(hands-on)
•	Wrap-up

#Goal
By the end of the talk, I will make sure that:
•	How is data connected with other data?  
•	How do these financial connections matter? 
•	How do complex systems move in time in the stock market?
I promise you; it is an interesting one!",https://www.linkedin.com/in/kalyan-prasad-3a647b22,@itskpflow,,,,python_kalyan.png,,financial network analysis,
No,deep dive,Krishna Lodha,Freelance GIS Developer,,,,,Geospatial Analysis using Python,"#### 📢 Geospatial analysis with python 
Krishna Lodha (https://krishnaglodha.com/)
#### 👤 Who should tune in for this session
- Python enthusiast
- GIS Analysts
- GIS Developers 
- Researchers 

As most businesses rely on location information of either their products, services, clients, etc. it is now becoming crucial to keep an eye on such data and use it to perform analysis and improve business logic. when we see geometry data (e.g. latitude, longitude, etc.) we need to understand that it is more than just numbers, with the right python libraries we can use such data to perform spatial queries (e.g. Get all features within 5 KM buffer of your location, Check if some point is inside some city, etc.) 
In this talk, I'll be introducing attendees to the following topics
1. Introduction to the field of GIS
2. Vector data geospatial analysis
3. Raster data geospatial analysis
4. Interactive mapping using python",https://www.linkedin.com/in/krishnaglodha,@krishnaglodha,,,,python_krishna.png,,geospatial analysis,
No,deep dive,Pawel Skrzypek,CEO,Omphalos Fund,Anna Warno,Data Scientist,7bulls.com,Advanced ensembling techniques for time series forecasting,"Presentation of the advanced ensemble techniques for time series forecasting. The latest state of the art forecasting methods are ensembled using innovative techniques, to improve accuracy and robustness of predictions. During the session we will make an introduction to the forecaster’s ensemble approach and after that we will present a live demo based on real examples.  The Temporal Fusion Transformer and N-Beats forecaster will be ensembled using various techniques and the results will be presented in the live session. In the conclusion we will share some suggestions regarding design of efficient and robust time series forecasting solutions.",https://www.linkedin.com/in/pawel-skrzypek,@skrzypek_pawel,https://www.linkedin.com/in/anna-warno-39205116a/,,,python_pawel_anna.png,,ensembling techniques time series forecasting,
No,deep dive,Moshe Zadka,Principal Engineer,Palo Alto Networks,,,,Python Side-Cars,"The application has been written. The container build is done on each merge. The last thing you want is to mess around with that. But there are things missing. There's no integration with metrics. There are no readiness checks, so nodes get traffic before they are ready. Luckily, every modern container deployment system allows for ""side-cars"": container images that are deployed alongside the main application containers.  Writing a quick web application in Python to serve these missing bits, to be deployed as a side-car, is a popular solution.

How do you do this? How do you integrate into your container management system? And when is it better to modify the original application?",https://www.linkedin.com/in/moshezadka,@moshezadka,,,,python_moshe.png,,side cars,
No,deep dive,Yonatan Goldschmidt,Principal Engineer,Granulate,,,,Low Overhead Python Application Profiling using eBPF,"In this talk, we will demonstrate through low-overhead profiling tools for user-land applications, specifically high-level ones. eBPF is a good basis for profiling tools in general; PyPerf, a BCC-based open-source tool of that kind, provides low-overhead Python applications profiling.

This talk will walk through CPython internals and will then dive into PyPerf. It will then present a comparison to traditional profiling methods and will review the benefits of basing on eBPF vs. user-land, system-calls-based profilers, and how eBPF provides unique seamlessness and full transparency for Python applications.
",https://www.linkedin.com/in/yonatan-goldschmidt-a4aa83198,@YonatanGoldsch2,,,,python_yonathan.png,,low overhead application profiling using ebpf,
No,deep dive,Gil Zilberfeld,Wizard of Testing,TestinGil,,,,How to TDD in legacy code,"""TDD is great, but it won't work on our legacy code"". 
I hear that a lot. That's why people don't even give TDD a try. Their code is killing their hope.

TDD's basic examples are, well, basic, and have no relationship to real-world code. But it can work on legacy code, and everyone's got that. You just need to remember a few techniques, stick to the principles, and you can start doing TDD in your application code tomorrow.

In this session I'll show how to do it, the techniques and principles involved. And I'll show how to add TDD code inside an ugly application. 

No more excuses then. It's possible to do TDD right there in your own legacy code. Let's do it.
Key points
-        TDD may not seem applicable in “real code”, but the principles apply
-        Use characterization tests as a safety net
-        Use test-first principles to add new features and fix bugs
-        Refactor before and after adding code
",https://www.linkedin.com/in/gilzilberfeld,@gil_zilberfeld,,,,python_gil.png,,TDD legacy code,
No,tools,Mark Needham,Developer Relations,FINBOURNE Technology,,,,"Building a real-time analytics dashboard with Streamlit, Apache Pinot, and Apache Kafka","When you hear ""decision-maker"", it's natural to think, ""C-suite"", or ""executive"". But these days, we're all decision-makers. Restaurant owners, bloggers, big-box shoppers, diners - we all have important decisions to make and need instant actionable insights. In order to provide these insights to end-users like us, businesses need access to fast, fresh analytics. 

In this session, we will learn how to build our own real-time analytics application on top of a streaming data source using Apache Kafka, Apache Pinot, and Streamlit. Kafka is the de facto standard for real-time event streaming, Pinot is an OLAP database designed for ultra-low latency analytics, and Streamlit is a Python-based tool that makes it super easy to build data-based apps.

After introducing each of these tools, we’ll stream data into Kafka using its Python client, ingest that data into a Pinot real-time table, and write some basic queries using Pinot’s Python SDK. Once we’ve done that, we’ll glue everything together with an auto-refreshing dashboard in Streamlit so that we can see changes to the data as they happen. There will be lots of graphs and other visualisations!

This session is aimed at application developers and data engineers who want to quickly make sense of streaming data. ",https://www.linkedin.com/in/markhneedham,@markhneedham,,,,python_mark.png,,real-time analytics dashboard streamlit apache pinot apache kafka,
No,tools,Shai Almog,Developer Advocate,Lightrun,,,,The Polyglot Cloud Native Debugger - Going Beyond APM,"Production bugs are the **WORST** bugs. They got through unit tests, integration tests, QA and staging… They are the spores of software engineering. Yet the only tools most of us use to attack that vermin is quaint little log files and APMs. We cross our fingers and put on the Sherlock Holmes hat hoping that maybe that bug has somehow made it into the log… When it isn’t there our only remedy is guesswork of more logging (which bogs performance for everyone and makes the logs damn near unreadable). But we have no choice other than crossing our fingers and going through CI/CD again.

This is 2021. There are better ways. With modern debugging tools we can follow a specific process as it goes through several different microservices and “step into” as if we were using a local debugger without interrupting the server flow. Magic is possible. ",https://www.linkedin.com/in/shai-almog-81a42,@debugagent,,,,python_shai.png,,polyglot cloud-native debugger beyond apm,
No,tools,Yshay Yaacobi,Co-Founder & CTO,Livecycle,,,,Instant Self-contained Development Environments for Everyone,"This talk will introduce the concept of a self-contained repository - a repository that contains all relevant information for workstation/dependency configuration, build, debug, CI/CD, secrets (encrypted), docs and more that reside in the repository.

We'll explore the idea of a development container and how we can use free OSS technologies (like Git Docker & Docker Compose, Kubernetes, GPG, VSCode, Tilt...) to create a stable development environment that works out-of-the-box and provides all the power, speed and capabilities of modern development & cloud native tooling.

Live code examples will be showcased as part of this talk.",https://www.linkedin.com/in/yshayy,@yshayy,,,,python_yshay.png,,instant self-contained development environments,
No,culture,Jeronimo Medina Madruga,IT Technician,UFPel,,,,How to use Python to create better math lessons,"This presentation is based on my master's thesis in the field of mathematics education, which is addressing the possibilities of using python for teaching mathematics. To get to this topic, it was necessary to research the current state of using Python and other languages in the classroom in Brazil and worldwide. This made it possible to understand many of the difficulties and advantages of working with programming languages as a tool to help teachers. Therefore, the idea is to pass on these lessons so that other educators can try to implement different experiences in their classes.",https://www.linkedin.com/in/jmmadruga,@jmmadruga,,,,python_jeronimo.png,,create better math lessons,
No,culture,Aman Sharma,CoFounder & CTO,twimbit,,,,"Data data everywhere, No time to think 🤔","Every one says data is the new oil. But do we actually know how to efficiently use it to make our customer lives better, or it's just another silo of information. 

In this talk, we will see a beautiful approach to planning data-based projects inspired by professionals from Google, Twitter, Microsoft, and more.
This talk will cover the following things -
1. Planning a data project sprint 
2. Establishing purpose and vision.
3. What data matters and what's trash?
4. Mining the sentiments of users.
5. Diminishing the silos.
6. Tools

After attending this talk, you would be able to think more clearly through the data project and really get amazing results.",https://www.linkedin.com/in/amanintech,@amanintech,,,,python_aman.png,,data everywhere,
No,culture,Mihailo Joksimovic,Head of JD Platform Development,JAGGAER,,,,Fighting the Imposter Syndrome,"I've been witness of numerous people, myself included, becoming a victim to Imposter Syndrome.

Funny enough, due to keeping it ""to ourselves"", we almost never realize that others are feeling the exact same way. Hence we feel as ISOLATED imposters.

As someone who has spent years in therapy and has been exploring the causes, effects and ways to mitigate imposter syndrome, I see it as my job to share my findings and experiences with others. And that's exactly what this talk is all about!",https://www.linkedin.com/in/mihailojoksimovic,@GlavniProgramer,,,,python_mihailo.png,,fighting imposter syndrome,
No,culture,Tiago Bacciotti Moreira,Professor of the Information Systems,UEMG Ituiutaba Unit,,,,Python as an OOP teaching tool in the Information Systems course at the State University of Minas Gerais (Brazil),"In this conversation, we will talk about the seven steps of the methodological proposal to practically implement the use of Python, increase student engagement and make use of real examples and practices:

Methodological Proposal
Lectures
1. Easy to get started
2. Clear problem definition
3. Growing difficulty
4. Collaborative work
5. Market Practices
6. Multidisciplinary
7. All open and published
8. Online classes",,@tiagobacciotti,,,,python_tiago.png,,oop teaching tool in the Information systems course,
