Featured,Track,Name1,JobTitle1,Company1,Name2,JobTitle2,Company2,Title,Abstract,LinkedIn1,Twitter1,LinkedIn2,Twitter2,Slides,Picture,YouTube,Keywords,Duration
No,main,Rahul Singh Thakur,Lead Member of Technical Staff at Salesforce,Salesforce,,,,Distributed Robotics Systems: Sharding for Multi-Robot Fleet Management,Learn to build fault-tolerant robot fleet architectures using cloud sharding principles. Achieve 99.99% uptime for distributed robotics systems through intelligent zone-based coordination and automated failover strategies,https://www.linkedin.com/in/kiruh/,,,,,Rahul Singh Thakur_robotics.png,,"fleet,robots,sharding",
No,main,Reddappa Naidu Gorantla,Software Develpoment Engineer 2,"Amazon, IIT Guwahati",,,,Architecting for Agility: Loose Coupling for Scalable Robotics Systems,"Discover how loose coupling transforms robotics systems enabling faster innovation, seamless integration, and resilient performance. Learn real-world patterns and tools powering agile, scalable robotics architectures in a rapidly evolving tech landscape.",https://www.linkedin.com/in/reddappang/,,,,,Reddappa Naidu Gorantla_robotics.png,,"agility,scaling,design",
No,main,Sanjeev Shankar,Cellular Firmware Engineer,"Apple, Arizona State University USA",,,,AI-Powered Embedded Systems: Revolutionizing Robotics Performance and Autonomous Decision-Making,"Unlock the secret to lightning-fast robot brains! Discover how AI-embedded firmware is creating robots that think in microseconds, slash power consumption by 40%, and operate autonomously in the most extreme environments. Real Mars Rover tech meets cutting-edge ML—your robots will never be the same!",https://www.linkedin.com/in/sanjeev-shankar/,,,,,Sanjeev Shankar_robotics.png,,"embedded,ai,autonomy",
No,main,Sneha Nallapu,Senior Software Engineer,"J.B. Hunt Transport Services, Inc.",,,,Demystifying Compliance-by-Design: Architecting Regulatory-Resilient Robotics and Financial Systems,"Robotics in finance is under mounting regulatory pressure. Learn how compliance-by-design powered by audit trails, bi-temporal data, and adaptive workflows transforms compliance from a burden into a structural advantage for resilient automation.",https://www.linkedin.com/in/sneha-nallapu/,,,,,Sneha Nallapu_robotics.png,,"compliance,design,finance",
No,main,Srinivasa SKN Ambati,Engineer Lead,"Anthem, Inc",,,,Harnessing Advanced Analytics and AI to Transform Clinical Robotics and Healthcare,"Discover how advanced analytics, AI, and robotics are transforming healthcare. From real-time insights to future-ready innovations, this session reveals how to build scalable, compliant systems that improve patient outcomes and redefine clinical care.",https://www.linkedin.com/in/srinivasa-skn-ambati-23a45588/,,,,,Srinivasa SKN Ambati_robotics.png,,"healthcare,analytics,ai",
No,main,Vamsi Gadireddy,"Sr Network Engineer, Azure",Microsoft,,,,"AI-Driven Networking for Robotics: Building Scalable, Intelligent, and Resilient Systems","Discover how AI is revolutionizing network engineering for robotics. Learn how protocols, scale, and machine learning converge to create intelligent, resilient networks that power the next generation of autonomous systems.",https://www.linkedin.com/in/vamsigadireddy/,,,,,Vamsi Gadireddy_robotics.png,,"network,robots,intel",
No,main,Victor Gabriel,Supply Chain Manager,Bradley University,,,,Driving $30M in Supply Chain Efficiency: Analytics-Driven Automation at Kellogg’s,"Discover how Kellogg’s unlocked $30M+ in supply chain savings by fusing real-time analytics with automation. Learn how data-driven intelligence can optimize manufacturing, boost efficiency, and transform operations at scale.",https://www.linkedin.com/in/victor-gabriel-a7287061/,,,,,Victor Gabriel_robotics.png,,"supply,analytics,automation",
No,main,Vijaykumar Pasunoori,Technical Lead,Valet Living,,,,"API Gateways at Scale: Data-Driven Advances for Cloud, Serverless, and Edge","Discover how next-gen API gateways power robotics and automation with lightning-fast scalability, edge performance, and AI-driven intelligence. Learn real-world metrics and strategies to cut latency, boost resilience, and secure millions of API calls in cloud and edge systems.",https://www.linkedin.com/in/vijaykumar-pasunoori-38747435/,,,,,Vijaykumar Pasunoori_robotics.png,,"cloud,serverless,api",
No,main,Vinaya Nadig,Principal Engineer - Amazon Deliveries; Last Mile Transportation,"Amazon, Birla Institute of Technology and Science, Pilani",,,,"Unified AI Data Governance for Scalable, Compliant Robotics in Modern Banking","Discover how a Unified AI Data Governance Framework can supercharge robotics in banking cutting AI deployment time by 30%, ensuring global compliance, and enabling real-time oversight across massive, fast-moving data ecosystems.",https://www.linkedin.com/in/vinaya-nadig-884a115/,,,,,Vinaya Nadig_robotics.png,,"governance,banking,robots",
No,main,Vivek Karnam,Sr QA Automation Engineer,Surge Technology Solutions Inc,,,,"AI-Driven Emergency Response: Cloud, Robotics, and Predictive Analytics","Discover how AI, robotics, and cloud-powered predictive analytics are transforming disaster response. From real-time data to autonomous systems, learn how smarter emergency frameworks can save lives and build resilient cities.",https://www.linkedin.com/in/vivek-saiprasad-karnam-63a7853a/,,,,,Vivek Karnam_robotics.png,,"cloud,response,robots",
No,main,Yashwanth Boddu,Union Pacific Railroad,"Big Data Engineer (Azure), Wayne State University",,,,From Data Streams to Autonomous Actions: Embedding AI Agents in Robotic Decision Pipelines,"Discover how embedding AI agents directly into robotic data pipelines transforms raw sensor streams into autonomous, real-time decision engines, boosting speed, accuracy, and adaptability across industries.",https://www.linkedin.com/in/yashwanth-boddu/,,,,,Yashwanth Boddu_robotics.png,,"data,agents,actions",
