Featured,Track,Name1,JobTitle1,Company1,Name2,JobTitle2,Company2,Title,Abstract,LinkedIn1,Twitter1,LinkedIn2,Twitter2,Slides,Picture,YouTube,Keywords,Teaser
No,deep dive,Mark Hendriks,Software Architect,Ordina JTech,,,,Let's build our own Dependency Injection framework!,"Ever wondered how all the big frameworks make the ""magic"" called Dependency Injection happen? Then this is the talk for you! My journey from clueless to having a clue has given me a greater understanding of how this ""magic"" can be understood.
 
Allow me to demystify Dependency Injection.",https://www.linkedin.com/in/mark-hendriks-16311591/,@thecheerfuldev,,,,java_mark.png,https://youtu.be/mdPIvdgFxMU,dependency injection framework,tt_mark.png
No,deep dive,Naresha K,Independent Consultant,,,,,Effective Java with Groovy & Kotlin - How Languages Influence Adoption of Good Practices,"If you are curious to find out how the selection of language (Groovy & Kotlin in this case) not only improves developer productivity but also influences developers to adopt good practices, this talk is the right place to be in.
​
Effective Java' presents the most effective ways of using language. However, the adoption of these practices among Java developers is less than satisfactory. Over the years, Java has evolved as a platform, and it hosts several languages. Since Groovy and Kotlin run on JVM, most of the suggestions from Effective Java are equally relevant for Groovy and Kotlin developers. Moreover, these languages simplify the implementation by providing out of the box constructs for many of the recommended practices which can boost developer productivity.",https://www.linkedin.com/in/nareshak/,@naresha_k,,,Conf42 Enterprise Software 2021 - Naresha K - Effetive java with groovy and kotlin.pdf,java_naresha.png,https://youtu.be/enIPf6_MFn4,"groovy,kotlin,good practices",tt_naresha.png
No,deep dive,Phillip Krüger,Principal Software Engineer,Red Hat,,,,Writing queryable APIs with MicroProfile GraphQL,"REST is great, except you can not ask what you really want. You get what the server gives you. Find out how to make your API queryable allowing your consumenrs to get exactly what they what. MicroProfile GraphQL fix the over and under fetch problem that exist in today's APIs, and it's easy to write!",https://www.linkedin.com/in/phillipkruger/,@phillipkruger,,,Conf42 Enterprise Software 2021 - Phillip Kruger - Queryable APIs with GraphQL.pdf,java_phillip.png,https://youtu.be/UnWnSYiGtTE,"queryable apis,microprofile graphql",tt_phillip.png
No,deep dive,Rob Hedgpeth,"Director, Developer Relations",MariaDB,,,,Getting Reactive with Relational Databases and R2DBC,"Not too long ago, a reactive variant of the JDBC API was released, known as Reactive Relational Database Connectivity (R2DBC). While R2DBC started as an experiment to enable integration of SQL databases into systems that use reactive programming models, it now specifies a robust specification that can be implemented to manage data in a fully-reactive and completely non-blocking fashion.
 
In this session, we’ll briefly go over the fundamentals that make R2DBC so powerful. Then we'll take a pragmatic look at the recently released R2DBC driver from MariaDB to shed some light on how you can take advantage of crucial concepts, like event-driven behavior and back pressure, that enable fully-reactive, non-blocking interactions with relational databases.",https://www.linkedin.com/in/robhedgpeth/,@probablyrealrob,,,,java_rob.png,https://youtu.be/MF7UItjxDWA,"relational databases,r2dbc",tt_rob.png
No,deep dive,Yehonathan Sharvit,Clojure Wizard,Cycognito,,,,Data-Oriented programming,"Data-Oriented programming is a paradigm that aims at reducing the complexity of software systems and making the development experience more productive. Data-Oriented programming draws a clear separation between code and data and treats data as a value that is manipulated by general-purpose functions. In this talk, we illustrate the principles of Data-Oriented programming in the context of a Java production system.

After attending this talk, you will be able to apply Data-Oriented programming principles in Java, and reduce the complexity of the systems you build.",https://www.linkedin.com/in/viebel/,@viebel,,,Conf42 Enterprise Software 2021 - Yehonatan Sharvit - Data-Oriented programming in Java.pdf,java_yehonathan.png,https://youtu.be/Vz9rkr_p3Ts,data oriented programming,tt_yehonathan.png
No,lessons learned,Mappuji Abdurrachman,Founder,Kulkul Technology,,,,Enjoy Typesafe Web Development with Eta,"Have you ever worked with code that you can easily refactor without being scared of breaking things? Have you experience refactoring experience that actually work? You'll learn how to do it by learning how we can build backend application using Eta lang.

This talk is a journey finding best way to write software, and how it can be one of the secret sauce to create awesome software. This talk we will cover how enjoyable it is writing software in Frontend world using Elm, and how we can do the same in the Backend and system world using Eta - Haskell in JVM. The portability and adoption of JVM + the type safety of language like Haskell will be a good combination to create robust software system for your app.",https://www.linkedin.com/in/abmap/,@mpj_rocket,,,Conf42 Enterprise Software 2021 - Mappuji Abdurrachman - Enjoy Typesafe Web Development with Eta.pdf,java_abdurrachman.png,https://youtu.be/xGcQK0VCngI,"typesafe web development,eta",tt_abdurrachman.png
No,lessons learned,Denys Makogon,Principal Software Developement,Oracle,,,,"The technology behind ""The Best Country for observing the Northern Lights”","Having a background in data analysis, a bit of machine learning, I decided to solve this problem as a software engineer - define a problem, find consumable data sources and do some code for the sake of ""The Best Country for observing Northern Lights"".",https://www.linkedin.com/in/denys-makogon-45338150/,@denis_makogon,,,,java_denys.png,https://youtu.be/9r5_L0vpIPc,"technology,the best country for observing the northern lights",tt_denys.png
No,lessons learned,Nicolas Frankel,Developer Advocate,Hazelcast,,,,Migrating from Imperative to Reactive,"While Reactive Programming is very different from the usual Imperative way, there's no denying it fits ""the Cloud"", as every bit of resource is used to its fullest. Let's see how to migrate from the latter to the former using a Spring Boot web app as an example.",,@nicolas_frankel,,,,java_nicolas.png,https://youtu.be/EgSt47s8tFo,"imperative,reactive",tt_nicolas.png
No,lessons learned,Tom Granot,Developer Advocate,Lightrun,,,,Getting back to sleep as soon as possible for the on-call developer,"A walk through a close-to-real life incident from the perspective of the on-call developers. We will discuss practical and technical steps developers can take to increase observability while on-call (even when a serious, hard to debug issue arises).",https://www.linkedin.com/in/tomgranot/,@TomGranot,,,,cloud+es_tom.png,https://youtu.be/hbfBvjzPyus,on call developer,tt_tom.png
No,lessons learned,Victor Rentea,Technical Trainer & Consultant,,,,,The Perfect Code Review,"Code Reviews shouldn't hurt. They shouldn't be depressing or dissapointing. Instead they should show you the best way your code can look and leave you energized to do it yourself.
 
Teaching one another and looking for issues along the way. Whenever regular Pair Programming is not feasible for your project, this talk gives many tricks you can use the next day.",https://www.linkedin.com/in/victor-rentea-trainer/,@victorrentea,,,,java_victor.png,https://youtu.be/62rNT-bo1G0,code review,tt_victor.png
