Featured,Track,Name1,JobTitle1,Company1,Name2,JobTitle2,Company2,Title,Abstract,LinkedIn1,Twitter1,LinkedIn2,Twitter2,Slides,Picture,YouTube,Keywords,Duration
No,security,Feross Aboukhadijeh,Founder,Socket,,,,What's Really Going on Inside Your Node_Modules Folder,Do you know what’s really going on in your node_modules folder? Software supply chain attacks have exploded over the past year and they’re only accelerating in 2022 and beyond. We’ll dive into examples of recent supply chain attacks and what concrete steps you can take to protect your team from this emerging threat.,https://www.linkedin.com/in/feross,@feross,,,C42 Chaos 2022 - Feross Aboukhadijeh.pdf,ce_feross.png,https://youtu.be/9WBF41PpJws,your node_modules folder,
No,security,Kim Carter,Lead Security Engineer,BinaryMist,,,,Purple Teaming with OWASP PurpleTeam,"#### What is OWASP PurpleTeam?

PurpleTeam is a Developer focussed security regression testing CLI and SaaS targeting Web applications and APIs.
The CLI is specifically targeted at sitting within your build pipelines but can also be run manually.
The SaaS that does the security testing of your applications and APIs can be deployed anywhere.

Kim will briefly discuss the four year journey that has brought PurpleTeam from a proof of concept (PoC) to a production ready Developer first security regression testing CLI and SaaS.

An overview of the NodeJS micro-services with many features allowing a Build User (DevSecOps practitioner) to customise their Test Runs without having to write any tests by simply configuring a Job file.
Allowing multiple options to deal with false/true positives.
Setting alert thresholds in multiple places and for multiple testers (app-tester, tls-tester, server-tester) allowing the Build User to define what constitutes a successful or failed Test Run.

#### Why would I want it in my build pipelines?

In this section Kim will discus the problems that PurpleTeam solves, such as training the Build User with advice and tips on security defects as you fix the defects that PurpleTeam highlights.
As well as the huge cost savings of finding and fixing your application and infrastructure security defects early (as you're introducing them) as opposed to late (weeks or months later with external penetration testing) or not at all.

#### OK, I want it, how do we/I set it up?

Kim will walk you through all of the components and how to get them set-up and configured

### Great, but what do the work flows look like and how do I use it?

Let's walk through the different ways PurpleTeam can be run and utilised, such as:

* Running purpleteam stand-alone (with UI)
* Running purpleteam from within your pipelines as a spawned sub process (headless: without UI)
* Running all of the PurpleTeam components, including debugging each and every one of them if and when the need arises",https://www.linkedin.com/in/carterkim,@binarymist,,,,ce_kim.png,https://youtu.be/ELSwfpQ6o48,owasp purpleteam,
No,security,Kennedy Torkura,Co-Founder & CTO,Mitigant,,,,Defeating Ransomware Attacks with Security Chaos Engineering,"Due to the rapid increase of ransomware attacks in the last year, 2021 was tagged the  ""Golden Era of Ransomware"".  Most ransomware countermeasures recommend backups and runbooks. However, these techniques are seldom verified to ascertain the level of technical efficiency they provide. Furthermore, the human operators who use these ransomware countermeasures rarely have the opportunity to understand how to react to ransomware scenarios. A more effective way is by leveraging security chaos engineering to overcome the aforementioned shortcomings. By conducting planned experiments, ransomware countermeasures can be crafted as a hypothesis and proven. This approach enables security incident response teams to gain confidence in their technical and organizational skills as well as practice how to operate the ransomware countermeasures.",https://www.linkedin.com/in/aondona/,@run2obtain,,,,ce_kennedy.png,https://youtu.be/y_Ve7jiHDFA,defeating ransomware attacks,
No,tools,Lerna Ekmekcioglu,Senior Solutions Architect,AWS,Jack Iu,Solutions Architect,AWS,Multi Region Terraform Deployments with Terraform Built CI/CD on AWS,"Infrastructure as Code tools like Terraform enable organizations achieve repeatability of their deployments at scale in the cloud.  Organizations deploy into multiple AWS regions whether it’s to enhance user experience, satisfy data residency requirements or ensure business continuity.  

In this session, we do a deep dive into how to deploy infrastructure using Terraform in multiple regions in AWS and CI/CD pipelines built with Terraform.  We cover the overall architecture for the CI/CD pipeline and target workload accounts, walk through how to structure Terraform code for multi region deployments and go over best practice design considerations for the CI/CD pipeline.

The session is targeted for cloud teams who provision resources using Terraform in AWS including those in regulated industries where security and reliability are critical such as Financial Services and Healthcare.",https://www.linkedin.com/in/lerna,@lerna_,https://www.linkedin.com/in/jackiu/,,C42 Chaos 2022 - Lerna Ekmekcioglu & Jack Iu.pdf,ce_lerna_jack.png,https://youtu.be/l3gvFLi-4FA,multi region terraform deployments with terraform built ci/cd on aws,
No,tools,Akram Riahi,LitmusChaos Leader,WeScale,,,,Chaos Engineering alongside Litmus and Jenkins,"Today, Chaos Engineering is becoming more and more prevalent, aiming for stronger resilience in information systems.
The questions about its implementation, integration and automation are numerous and arouse the interest of all!
In this conference, i am  going to show you how to integrate chaos engineering using Litmus 2 within jenkins pipeline and test process in order to promote a resilient  built application image to production and get notified by its chaos results via slack.",https://www.linkedin.com/in/akram-riahi-323892123,,,,C42 Chaos 2022 - Akram Riahi.pdf,ce_akram.png,https://youtu.be/yRpmKmeaweU,chaos engineering alongside litmus and jenkins,
No,tools,Rain Leander,Developer Advocate,Cockroach Labs,,,,When Gremlins Play with Cockroaches: A Chaos Experiment,"####What happens when Gremlins play with resilient cockroaches? 

Using Chaos Engineering to improve system resilience, Gremlin’s “Failure as a Service” makes it easy to find weaknesses in a system while CockroachDB is the SQL database for building global, scalable cloud services that survive disasters. While chaos engineering is about collecting, designing, implementing, orchestrating and scaling the faults in systems, CockroachDB is famously known to “survive anywhere”. This talk explores a series of Gremlin experiments to help CockroachDB evolve.",https://www.linkedin.com/in/rainleander,@rainleander,,,C42 Chaos 2022 - Rain Leander.pdf,ce_rain.png,https://youtu.be/8H7fI7RF-3M,when gremlins play with cockroaches: a chaos experiment,
No,ai,Michele Dodic,SRE DevOps Engineer,Accenture,,,,Chaos Experiments under the lens of AIOps,"Imagine this: you’re a Site Reliability Engineer (SRE) at a major tech giant and you are responsible for the overall system health, which is running in prod. Numerous alerts, server crashes, Jira tickets, incidents and an avalanche of responsibilities, which sometimes simply feel like a ticking time bomb. These are just some of the daily struggles an average SRE needs to go through. But why should it be like that? Well, it shouldn't - thanks to a term coined by Gartner in 2016. AIOps, meet audience. Audience, meet AIOps.

Let's extend this scenario. On top of all of the above mentioned issues, our poor SRE needs to watch out for potential security breaches and make sure nothing ever gets in through the cracks. However, by conducting proactive experimenting, continuos verification and improvement, he makes sure that the system is able to withstand these turbulent and malicious times that we're living in. Do these notions ring any bells? They sure do! Chaos Engineering, meet audience. Audience, meet Chaos Engineering.

What's our angle, you're wondering? AIOps and CE are two concepts, which are often kept separate. In this talk, we will discuss (and show you!) how both practices combined can significantly increase cyber resiliency, while at the same time maintain full E2E transparency and observability of your entire system. 

For this session, we have prepared and analyzed several use cases, followed main principles, summarized best practices and prepared a live demo through a combination of CE and AIOps tools.

Above all, we are SRE Engineers. As such, during this session, we will stay close to the SRE principles and best practices that we used to achieve our goals, e.g. reduce organizational silos, measure everything, learn from failures, analyze changes holistically, etc... As we proceed with our talk, the audience will be able to identify how these are related to AIOps, as well as CE, and finally, how it all ties together.",https://www.linkedin.com/in/michele-dodic/,,,,C42 Chaos 2022 - Michele Dodic.pdf,ce_michele.png,https://youtu.be/5Q5_vuHdOkI,chaos experiments under the lens of aiops,
No,ai,Soumen Chatterjee,Partner Solution Architecture,AWS,Nathalie Rauschmayr,Senior Applied Scientist,AWS,Chaos Engineering: At the age of AI and ML,"AI is omnipresent in our every day; Embedded AI is embraced in almost all types of the business fabric. At this juncture, we are setting our course on the value frontier by reimagining how we operate and putting AI at the heart of everything we do. At the same time, the Adversarial Machine Learning evasions and poison attacks are introducing the complexities and new challenges in Model testing strategies. As we all see how chaos engineering has become a no-brainer testing approach, Adversarial ML techniques raises the unique question if ML Models Testing still benefits from Chaos Engineering; how do we adapt the chaos engineering strategies.
This session will guide you through building an approach of Chaos Engineering at the age of AI and ML.
",https://www.linkedin.com/in/soumenc/,,https://www.linkedin.com/in/rauschmayr,,,ce_soumen_natalie.png,https://youtu.be/NmpjMg62wuw,at the age of ai and ml,
No,lessons learned,Julie Gunderson,Reliability Advocate,Gremlin,,,,The Road to Reliability,"Over the years a lot of research has been conducted and many books have been written on how to improve the resilience of our software. This talk will dive deep into the three keep practices identified by the authors of Accelerate to improve reliability: Chaos Engineering, GameDays, and Disaster Recovery. We will discuss the key measures of tempo and stability, and how practicing Chaos Engineering will increase both. 

We will be walking through the Google Cloud open source Bank of Anthos application to illustrate why teams should focus on the customer experience and how to test for failures. 

Attendees will learn practical tips that you can put into action focused on resource consumption, capacity planning, region failover, decoupling services and deployment pain.
",https://www.linkedin.com/in/juliegunderson,@julie_gund,,,,ce_julie.png,https://youtu.be/BKsxJRzuxTI,the road to reliability,
No,lessons learned,Alparslan Avci,Software Developer,Zapata Computing,,,,Distributed Transactions in Service Mesh,"As we go deeper into cloud-native applications, microservices are becoming a part of any developer’s life. Together with Kubernetes and service meshes, they became the de facto standard in the industry. However, one question arises with microservices: How to implement distributed transactions in such an environment?

In this talk, we will discuss distributed transaction methodologies, talk about real-life scenarios, and provide a hands-on resolution in the Istio service mesh using the Hazelcast application platform. The attendees will easily understand the distributed saga pattern, backend architecture, and the topology of the solutions with live demonstrations.",https://www.linkedin.com/in/alparslan-avci,,,,,ce_alparsian.png,https://youtu.be/dMhSaIjOTRA,distributed transactions in service mesh,
No,lessons learned,Ignas Galvelis,Software Developer,Sky,,,,Application for Blockchain in Crowdsourcing Data,"Dealing with a crowd is never easy. We need to make our systems resilient against a number of attacks and they way we do it is utilise the crowd itself. We will talk about:  

* Chainlink oracles, 
* distributed open source systems, 
* incentivisation, 
* application of machine learning 
* and more.",https://www.linkedin.com/in/ignas-galvelis,@IGalvelis,,,C42 Chaos 2022 - Ignas Galvelis.pdf,ce_ignas.png,https://youtu.be/BKbTRMr2Ohk,application for blockchain in crowdsourcing data,
No,lessons learned,Vishnu Vardhan Chikoti,Senior SRE Manager ,Fanatics,,,,Learnings from Chaos experiments,"During a Chaos experiments, the system might withstand the injected failure condition or a weakness might be exposed. This talk will cover what I have learnt after conducting chaos experiments on different types of applications and infrastructure.

- Commonly identified scenarios
- Best practices to handle the identified weakness
- Knowledge sharing with the results from the Chaos experiments",https://www.linkedin.com/in/vishnu-vardhan-chikoti-3763262,@vishnuvchikoti,,,,ce_vishnu.png,https://youtu.be/H4ZqAkOfTcw,utilising results from chaos experiments,
No,culture,Fabricio Buzeto,CTO,bxblue,,,,Learning to overcome the choice paradox,"The focus of this talk resides in helping to diminish the anxiety of those working with software development. Here I focus on two aspects. The first, founded on learning and consolidating new ways of doing things. And the second on exploring and amplifying the options and contexts and how to apply them. These two aspects will be developed according to three levels of decision-making.

  

1.  Daily: Covering the small decisions that accumulate over time. From bad variable naming, small refactorings. It consists of those 30 minutes to one-hour detours that can make a difference (or not) ahead.
2.  Short-term: This consists of choosing the best tool for the job, learning how to calibrate and change the route midway, and avoiding investing more time than needed where you don't need to.
3.  Long-term: This topic is about the challenging art of prioritizing and choosing. Here I'll cover different ways your brain works and the main frameworks on making choices and feeling optimistic about it (even in the chance of making a bad one).

  

The most crucial point here is to allow the audience to have a healthy discussion about the uncertainty of results. I'll cover how our brain works, lay down the basic frameworks that enable us to not freeze in front of the choices ahead of us. And so, move forward, adapting and learning with the outcomes we face.",https://www.linkedin.com/in/fabriciobuzeto,@nukdf,,,C42 Chaos 2022 - Fabricio Buzeto.pdf,ce_fabricio.png,https://youtu.be/WB9PH6P-FV0,learning to overcome the choice paradox,
No,culture,Arlemi Turpault,Senior Developer Advocate,Postman,,,,How to Win Friends and Influence People with API First,"Ever got into a (virtual) fist fight with your development team? Unclear requirements, repeated rework, and other miscommunications can really tax your working relationships. Learn how an API-first development approach can salvage your working relationships and increase the velocity of your development process. API-first design and development is an industry standard, and in this presentation, we will review tactics for using mock servers in designing, integrating, and sharing your applications.",https://www.linkedin.com/in/arlemi,@arlemi,,,C42 Chaos 2022 - Arlemi Turpault.pdf,ce_arlemi.png,https://youtu.be/LI8ZBjGT0YA,how to win friends and influence people with api first,
