Featured,Track,Name1,JobTitle1,Company1,Name2,JobTitle2,Company2,Title,Abstract,LinkedIn1,Twitter1,LinkedIn2,Twitter2,Slides,Picture,YouTube,Keywords,Teaser
No,reliability,Andrew Robinson,Principal Solutions Architect,AWS,,,,Improving reliability using health checks and dependency management,"We can improve the reliability of services by decoupling dependencies, using health checks, and understanding when to use fail-open and fail-closed behaviours. In this session we’ll talk about and demonstrate how to implement graceful degradation, monitor all the layers of your workload to help detect failures, route traffic only to healthy nodes, use fail-open and fail-closed as appropriate in response to faults, and reduce mean time to recovery. 

We’ll take some lessons learnt from the AWS Well-Architected framework and from the Amazon Builder’s Library, showing some of how Amazon builds and operates it’s software.",https://www.linkedin.com/in/andrew-m-robinson/,@theonlyrobinson,,,"Conf42 Cloud Native 2021 - Andrew Robinson - Improving reliability using health checks and dependency management,pdf",cloud_andrewrobinson.png,https://youtu.be/ltOeI7W2Gok,"improving reliability health check,dependency management",
No,reliability,Eduardo Janicas,Solutions Architect,AWS,,,,Static stability using availability zones,"In this session, we’ll define a pattern that we use called static stability to achieve extremely high HA targets. We’ll show you how we apply this concept to Availability Zones, a key infrastructure building block in AWS and therefore a bedrock dependency on which all of our services are built.",https://www.linkedin.com/in/edujanicas/detail/photo/,@edujanicas,,,,cloud_eduardo.png,https://youtu.be/dlIYKB8GUuA,"stability,availability",
No,reliability,Jorge Fonseca,Solutions Architect,AWS,,,,Global Active-Active Serverless,"Be it for data-sovereignty, latency or resiliency, organizations expanding their businesses world-wide are adopting global multi-region serverless architectures.

In this session, you will learn how to improve customer experience on your global services by deploying into multiple regions to reduce latency, and by applying event-driven architectural patterns to increase performance.

See how to use path-based traffic routing to allow for gradual migrations of legacy API operations, how to route requests based on network latency, how to separate reads from writes with CQRS, how to use a Lake House to support multiple data-access patterns while keeping them in sync between regions, and how to simplify the complexity of deploying and maintaining a global active-active architecture by using serverless orchestration across regions.",https://www.linkedin.com/in/jorgefonseca/,,,,Conf42 Cloud Native 2021 - Jorge Fonseca - Global Active-Active Serverless.pdf,cloud_jorge.png,https://youtu.be/f2NOsHOwkNo,global active-active serverless,
No,observability,Dotan Horovits,Product Evangelist,Logz.io,,,,Monitoring Microservices The Right Way,"Modern systems today are far more complex to monitor. 
Microservices combined with containerized deployment results in highly dynamic systems with many moving parts across multiple layers. 
These systems emit massive amounts of highly dimensional telemetry data from hardware and the operating system, through Docker and Kubernetes, all the way to application and its databases, web proxies and other frameworks.

Many have come to realize that the commonly prescribed Graphite+StatsD monitoring stack is no longer sufficient to cover their backs. 
New requirements need to be considered when choosing a monitoring solution for the job, including scalability, query flexibility and metrics collection.

In this talk Horovits will look at the characteristics of modern systems and what to look for in a good monitoring system. He will also discuss the common open source tools, from the days of Graphite and StatsD to the currently dominant Prometheus.
This talk will put you on the right track for choosing the right monitoring solution for your needs.
",https://www.linkedin.com/in/horovits/,@horovits,,,Conf42 Cloud Native 2021 - Dotan Horovits - Monitoring Microservices The Right Way.pdf,cloud_dotan.png,https://youtu.be/XatQZUjI9LI,"monitoring,microservices",
No,observability,Aviad Mor,CTO,Lumigo,,,,Observability across serverless asynchronous managed services,"While applying distributed tracing on your own code is relatively simple, the real challenge is how to trace a full transaction across services. In this session, we'll understand the technical challenges gaining observability with managed services and see together how we can solve them.

Serverless computing transactions are a combination of owned code (like AWS Lambda) and managed services (Like SNS, SQS, EventBridge, DynamoDB and more). Applying distributed tracing on your own code through instrumentation is relatively simple (though require a lot of work). The challenge lays with the managed service, how to trace a full transaction across services like queues, streams, and databases. 

In this session we will discuss: 
- The technical challenges gaining observability with managed services. 
- Methods to build the full trail of transactions across managed services. 
- Ideas on how to obtain observability in a highly async distributed world. 
- We’ll technically drill down to some managed services examples.

Let’s have an async observability discussion, to be continued on Discord.",https://www.linkedin.com/in/aviadmor/,@AviadMor,,,,cloud_aviad.png,https://youtu.be/KllUCYd9QPA,"observability,serverless,asynchronous managed services",
No,observability,Michael Haberman ,CTO,Aspecto,,,,Hundreds of Microservices without breaking your APIs,"Managing dozens or hundreds of microservices in scale can be very challenging. As developers, we often find ourselves blind to how our application is actually behaving in production, what dependencies we should be aware of and what should we check before deploying a new version.

In this talk, we will introduce a new method to collect and analyze microservices communication from production and how to leverage this data during development and testing phases to improve our code.

By relying on production behavior we can automatically generate tests that are more efficient, catch dependencies that are about to break in real-life and to have our developers more product & product oriented.",https://www.linkedin.com/in/michael-haberman/,@hab_mic,,,Conf42 Cloud Native 2021 - Michael Haberman - Hundreds of Microservices Without Breaking Your APIs.pdf,cloud_michael.png,https://youtu.be/IV2KHDxy7dQ,"microservice,apis",
No,observability,Erez Berkner,CEO,Lumigo,,,,Monitoring Kubernetes VS Serverless-based applications,"Monitoring Kubernetes-based application is a common practice nowadays. What is changed when moving to Serverless? Comparing an established practice to a new practice can assist developers to build the right journey to the serverless world.

The software we write does not always work as smoothly as we would like. In order to know if something went wrong, understand the root cause and fix the problem, we need to monitor our system and get alerts whenever issues pop up. There are many useful tools and practices for Kubernetes based applications. As we adopt serverless architecture can we continue to use the same practice? Unfortunately the answer is ""no"".

In this session we will discuss:
The differences between monitoring Kubernetes and serverless based applications
Best practices for serverless monitoring
Methods to efficiently troubleshoot serverless based applications

Join the session and start enjoying the great benefits of serverless computing.",https://www.linkedin.com/in/erezbe/,@erezberkner,,,,cloud_erez.png,https://youtu.be/JhWfU82BoIM,"monitoring kubernetes,serverless based applications",
No,CI/CD,Matt Jarvis,Senior Developer Advocate,Snyk,,,,Continuous Security - Building Security into your Pipelines,"In the world of continuous delivery and cloud native, the boundaries between what is our application and what constitutes infrastructure is becoming increasing blurred. Our workloads, the containers they ship in, and our platform configuration is now often developed and deployed by the same teams, and development velocity is the key metric to success. This presents us with a challenge which the previous models of security as a final external gatekeeper step cannot keep up with. 

To ensure our apps and platforms are secure, we need to integrate security at all stages of our pipelines and ensure that our developers and engineering teams have tools and data with enable them to make decisions about security on an ongoing basis. In this session 

I will talk through the problem space, look at the kinds of security issues we need to consider, and look at where the integration points are to build in security as part of our CI/CD process.",https://www.linkedin.com/in/mattjarvis08/,@mattj_io,,,Conf42 Cloud Native 2021 - Matt Jarvis - Continuous Security.pdf,cloud_matt.png,https://youtu.be/VhUYRuhm5pA,"conunuous security,pipelines",
No,CI/CD,Efi Merdler-Kravitz,VP R&D,Lumigo,,,,CI/CD in the serverless era,"Serverless development introduces a new methodology of how to build real “Cloud Native” applications or workloads. It is impossible to duplicate an exact serverless environment to be run locally, and this is influencing the tools we use and the way we need to manage our CI/CD pipelines.

The main goal of Serverless is to release software faster. So, practicing CI/CD is the logical thing, but there are some adaptations that need to be taken. In this session, we will share how we are doing CI/CD on a pure serverless platform we are developing.
We will discuss:
 - Dev Environment
 - Testing Methodology
 - Deployment Pipeline, combining Bash, AWS CLI, and Serverless Framework to create a seamless CI/CD pipeline
 - Monitoring

Let's discuss good serverless practices.",https://www.linkedin.com/in/efime/,@TServerless,,,Conf42 Cloud Native 2021 - Efi Merdler-Kravitz - CICD in the serverless era.pdf,cloud_efi.png,https://youtu.be/q1_1N8KCeMM,"ci/cd,serverless",
No,CI/CD,Zan Markan,Developer Advocate,CircleCI,,,,The Need for Speed (in your CI/CD setup),"What's the longest CI/CD build you worked with? Mine once took whole day. 
This is a tale of creating and taming that monster build.

When developing software and maintaining CI/CD and testing pipelines we are often compelled to increase our test coverage by adding more tests, and therefore improve our apps’ quality. After all, more automation equals better software, right?

There’s a flipside to this equation however, and a point at which we start seeing diminishing returns from each test we add. Taken to extreme, these diminishing returns begin to actively harm our ability to deliver working software. 

In this talk we will look at a tale of creating and taming a monster of an all day build (one that really happened to me once), and cover tips, tricks, and tools to help you avoid that scenario in the future - from obvious suggestions such a s adding resources to your build machines, to less obvious ones like removing tests altogether. 
 
This talk will cover tips, tricks, and tools that help you speed up builds - from adding resources to test splitting to bringing a hatchet to your test suite.",https://www.linkedin.com/in/zmarkan/,@zmarkan,,,"Conf42 Cloud Native 2021 - Zan Markan - The need for speed,pdf",cloud_zan_new.png,https://youtu.be/wPMr6j-Dav4,"need for speed,ci/cd setup",
