Featured,Track,Name1,JobTitle1,Company1,Name2,JobTitle2,Company2,Title,Abstract,LinkedIn1,Twitter1,LinkedIn2,Twitter2,Slides,Picture,YouTube,Keywords,Duration
No,automation,Manoj Kumar Vunnava,Senior Telecom Engineer,Godaddy,,,,Scaling Conversational AI in Production: MLOps Strategies for Contact Center Transformation and Operational Excellence,"Learn battle-tested MLOps strategies for scaling conversational AI in production! Discover CI/CD pipelines, monitoring frameworks, and deployment patterns that power millions of customer interactions daily. Real-world case studies + actionable frameworks for your AI systems.",https://www.linkedin.com/in/manoj-kumar-vunnava-a9718b26/,,,,,Manoj Kumar Vunnava_mlops.png,https://youtu.be/OcRzCsrCTgs,"scaling,conversational,ai",
No,automation,Naganarendar Chitturi,Senior Automation Architect,Newrez,,,,From Paperwork to Pipeline: Building MLOps for Autonomous Mortgage AI,"MLOps meets mortgages: Building AI that processes loans autonomously. Learn CI/CD for regulated models, monitoring tactics, and patterns where failures cost millions. Real MLOps, real stakes.",https://www.linkedin.com/in/naganarendar-chitturi/,,,,,Naganarendar Chitturi_mlops.png,https://youtu.be/g-v-F4k6S5Q,"paperwork,pipeline,building",
No,cloud,Brian Irish,Engineering Lead,Ditto,,,,Embracing Sky Computing: Charting a New Course in AI Cloud Infrastructure,"Unlock the future of AI product development with Sky Computing. Learn how seamless, intelligent cloud orchestration can revolutionize scalability, cost management, and compliance, paving the way for smarter, more resilient AI in production.",https://www.linkedin.com/in/brianirish/,,,,,Brian Irish_mlops.png,https://youtu.be/ed-ImXeupi0,"embracing,sky,computing",
No,cloud,Rajeev Chevuri,Sr. Cloud Devops Engineer,Freddie Mac,,,,"Scaling MLOps with Self-Service Platforms: Architectures for Automation, Governance, and Velocity","Discover how self-service ML platforms are transforming MLOps—enabling faster deployments, robust governance, and cost-efficient scaling. Learn how to architect automated, developer-friendly pipelines that power real-time, enterprise-grade AI from cloud to edge.",https://www.linkedin.com/in/rajeev-chevuri-76a61a116/,,,,,Rajeev Chevuri_mlops.png,https://youtu.be/4U1PCM8oYBw,"scaling,mlops,self",
No,cloud,Terance Joseph Paulraj,Senior Data and BI Architect,SQA CONCEPTS,,,,AI-Driven Enterprise Intelligence: Enabling Real Time Decision Making in MLOps,"Enterprises today are moving beyond retrospective business intelligence toward systems that can process data continuously and support decision making in real time. In this session, we will explore how artificial intelligence and MLOps practices come together to create enterprise intelligence platforms that integrate real time analytics, predictive modeling, and automated decision workflows.

The focus will be on how distributed data processing, machine learning models, reinforcement learning, and natural language interfaces can be systematically combined to enhance enterprise responsiveness. Instead of isolated AI implementations, organizations can establish unified frameworks where models, pipelines, and monitoring are embedded into daily operations. This shift enables proactive responses to business events and supports more adaptive, resilient processes across domains such as financial services, healthcare, retail, and manufacturing.

Another important theme is responsible AI. We will discuss the role of governance, bias detection, explainability methods, and compliance practices in ensuring that AI driven decision systems remain transparent and trustworthy. Ethical considerations are increasingly central to adoption, and we will examine approaches for balancing performance with fairness and accountability.

Attendees will leave with a practical blueprint for building enterprise intelligence systems within their MLOps environments. This includes architectural considerations for cloud native infrastructure, strategies for machine learning integration, and methods for automating routine decisions while retaining human oversight where necessary. The session highlights how AI can move from fragmented pilots to cohesive, scalable platforms that improve agility, efficiency, and stakeholder confidence.",https://www.linkedin.com/in/terancejp/,,,,,Terance Joseph Paulraj_mlops.png,https://youtu.be/GJz2aMtP14s,"code,configuration,building",
No,deployment,Aishwarya Pai,Senior Consultant,Deloitte,,,,MLOps in Healthcare: Scaling AI Model Deployment Through Strategic Automation and Monitoring Frameworks,"68% of healthcare ML projects fail in production! Learn the proven 4-phase framework that delivers 73% higher success rates, 41.7% faster deployment, and $4.32M annual savings. Real case studies from surgical AI to patient outcomes - transform your MLOps game!",https://www.linkedin.com/in/aishwarya-pai-csm%C2%AE-cspo%C2%AE-004aab210/,,,,,Aishwarya Pai_mlops.png,https://youtu.be/2YHCklhGJrU,"mlops,healthcare,scaling",
No,deployment,Bhanu Maryala,Senior Solution Architect,Informatica,,,,Automating AI Ethics: MLOps-Native Data Governance for Production-Ready Generative AI Pipelines,"Transform generative AI from legal liability to competitive advantage! Learn to automate data governance in MLOps pipelines, ensuring compliance without sacrificing deployment velocity through proven frameworks.",https://www.linkedin.com/in/bhanu-maryala-9abb10199/,,,,,Bhanu Maryala_mlops.png,https://youtu.be/KBNSRrFcdZs,"automating,ai,ethics",
No,deployment,Krishna Munnaluru,Senior Principal Architect,Oracle,,,,Production-Ready MLOps for Telecommunications: Neural Network-Based VoIP Monitoring with 88% Accuracy and Automated Deployment Pipelines,"Revolutionary MLOps for telecom! 88% accurate neural networks, 75% faster fault detection, 96% anomaly detection accuracy. Apache Kafka + Kubeflow + MLflow pipeline processing thousands of events/second. AI-driven network monitoring at scale.",https://www.linkedin.com/in/krishna-munnaluru/,,,,,Krishna Munnaluru_mlops.png,https://youtu.be/ljqZgxPzwtA,"production,ready,mlops",
No,deployment,Shubham Beldar,Solutions Engineer,Symbotic LLC,,,,When AI Automation Goes Wrong: Real-World MLOps Lessons from Warehouse Deployment Disasters,"Million-dollar AI warehouse disasters reveal critical MLOps blind spots. Learn from 4 catastrophic failures and discover battle-tested strategies that prevent crashes, save budgets, and turn disasters into wins",https://www.linkedin.com/in/shubham-beldar-6b7721b5/,,,,,Shubham Beldar_mlops.png,https://youtu.be/IzIwSGEHA3Y,"when,ai,automation",
No,enterprise,Sreelatha Pasuparthi,Principal Software Engineer,Liberty Mutual Insurance,,,,Intelligent Error Response: How ML-Driven Slack Integration Cut MTTR by 88.5% Across 17 Enterprise Systems,"We turned alert chaos into $2.3M savings using ML that predicts which errors will break your business. 88.5% faster incident response, 93.8% accuracy, zero custom dev. I'll show you the exact models, Slack bots, and production secrets that made it happen. Ready to sleep again?",https://www.linkedin.com/in/sreelatha-pasuparthi03,,,,,Sreelatha Pasuparthi_mlops.png,https://youtu.be/Kxp3Ebhhhd8,"intelligent,error,response",
No,enterprise,Samuel Baruffi,Principal Global Solutions Architect,AWS,,,,From PoC to Production: Shipping Enterprise AI Agents with Amazon Bedrock AgentCore,"Many AI agent projects stall at proof-of-concept because production demands security, scalability, and integration. Amazon Bedrock AgentCore changes this by providing managed services for identity, gateway-based tool access, runtime isolation, memory, and observability. In this talk, you’ll learn how to operationalize agents beyond chatbots: securely connecting to enterprise systems, handling long-running tasks, and migrating PoCs into production-ready deployments. We’ll explore patterns for authentication, memory, and monitoring—plus a blueprint you can apply to ship your next enterprise AI agent with confidence.",https://www.linkedin.com/in/samuelbaruffi/,SamuelBaruffi,,,,Samuel Baruffi_mlops.png,https://youtu.be/ZAqZDBADoKY,"poc,bedrock,agentcore",
No,finance,Parul Purwar,Strategy Leader,IMC Trading,,,,Scaling AI in Finance: MLOps Strategies Behind $78.6 Billion Market Transformation,"Learn how 85% of banks deploy AI worth $78B through battle-tested MLOps. Real production strategies for fraud detection, credit scoring & trading systems that handle millions of transactions with regulatory compliance.",https://www.linkedin.com/in/parul-purwar/,,,,,Parul Purwar_mlops.png,https://youtu.be/Wuke6CcvvTk,"scaling,ai,finance",
No,finance,Dileep Kumar Kanimetta,Advanced Cloud and Customer Experience Engineer,Microsoft,,,,MLOps at Scale: Operationalizing Machine Learning for Financial Risk and Fraud Detection in Cloud-Native Environments,"From weeks to hours: How major banks revolutionized ML deployment! Discover MLOps strategies that boosted fraud detection while slashing costs 60%. Real case studies on automated governance, drift detection & regulatory compliance. The future of financial AI starts here",https://www.linkedin.com/in/dileep-kumar-kanimetta-244004a1/,,,,,Dileep Kumar Kanimetta_mlops.png,https://youtu.be/8YEdJeF9Y48,"mlops,scale,operationalizing",
No,finance,Mallikarjun Ramasani,Software Engineer,Barclays,,,,Operationalizing AI in Finance: MLOps for Scalable BI and Real-Time Analytics,"Deploying ML into production is hard—especially in finance. Learn how to scale AI-powered BI systems with real-world MLOps practices, from data pipelines to monitoring, model drift, and governance.",https://www.linkedin.com/in/mallikarjun-ramasani/,,,,,Mallikarjun Ramasani_mlops.png,https://youtu.be/YQwEkucJILs,"operationalizing,ai,finance",
No,finance,Narasimha Rao Vanaparthi,Assistant Vice President,State Street,,,,MLOps in FinTech: Architecting Responsible AI at Scale in Regulated Environments,"Learn how MLOps powers responsible, production-grade AI in finance. From risk models to NLP pipelines, this talk covers scalable ML architecture, drift monitoring, bias mitigation, and compliance automation for deploying secure AI in high-stakes environments.",https://www.linkedin.com/in/narasimha-rao-vanaparthi-37046821/,,,,,Narasimha Rao Vanaparthi_mlops.png,https://youtu.be/D93U0v79gXk,"mlops,fintech,architecting",
No,finance,Naresh Karri,Group Product Manager - Money Platform,Intuit,,,,Production MLOps in Finance: Scaling AI Systems for High-Volume Transaction Processing,"Financial ML systems crash and burn when they hit production scale. Learn battle-tested MLOps strategies that keep fraud detection models alive under extreme load, handle model drift in compliance-heavy environments, and deploy credit systems that regulators actually approve.",https://www.linkedin.com/in/nareshkarri83/,,,,,Naresh Karri_mlops.png,https://youtu.be/FxFGlyEdHeo,"production,mlops,finance",
No,optimization,Muruga Angamuthu,BI Manager / Architect III - Data & Analytics,Techtronic Industries - TTI,,,,Transforming Manufacturing Through AI-Driven Predictive Maintenance: From Reactive Crisis to Proactive Excellence,"AI predictive maintenance cuts downtime 50%, costs 31%, delivers 385% ROI. Yet 60% fail. My talk reveals why and how to succeed based on 143 facilities. Transform maintenance from crisis to advantage.",https://www.linkedin.com/in/muruga-angamuthu/,,,,,Muruga Angamuthu_mlops.png,https://youtu.be/ADZwH-lsc2c,"transforming,manufacturing,ai",
No,optimization,Sameer Joshi,Senior Manager Projects,Cognizant,,,,AI-Driven Insurance Operations: MLOps Strategies Delivering 65% Efficiency Gains and 99% Processing Time Reduction,"99% faster policy processing + 65% claims reduction = insurance revolution! Discover MLOps strategies powering AI at AIG, RSA & major carriers. Real production systems, scalable pipelines, massive ROI.",https://www.linkedin.com/in/sameer-joshi-75597920/,,,,,Sameer Joshi_mlops.png,https://youtu.be/NUmzhqVXe_A,"ai,driven,insurance",
No,optimization,Ramprasad Reddy Mittana,Senior Manager HRIS,NSF,,,,MLOps at Scale: Production-Ready AI Systems for HR Transformation in Enterprise Shared Service Centers,"Build bulletproof AI systems handling 10M+ HR interactions! Learn battle-tested MLOps patterns, zero-downtime deployments & drift detection that saved enterprises millions. Real architectures, real code, real impact. Transform your ML from prototype to production powerhouse!",https://www.linkedin.com/in/ramprasad175/,,,,,Ramprasad Reddy Mittana_mlops.png,https://youtu.be/u7lk2zrXZhs,"mlops,scale,production",
No,production,Tejasvi Nuthalapati,Software Development Engineer,Amazon,,,,Human-in-the-Loop MLOps: Production Patterns That Boost Model Performance 40% While Maintaining Human Control,"Stop replacing humans with AI—amplify them instead! Learn production MLOps patterns that boost model performance 40% by keeping humans in the loop. Real architectures, battle-tested code, zero fluff. Transform your ML pipelines from black boxes into collaborative powerhouses.",https://www.linkedin.com/in/ntejasvi/,,,,,Tejasvi Nuthalapati_mlops.png,https://youtu.be/p4CVO3dLOPw,"human,loop,mlops",
No,production,Bharath Reddy Baddam,Senior Salesforce Developer,Senior Salesforce Developer New York Life Insurance Company,,,,Bridging the MLOps Gap: From AI Research to Production-Ready Systems,Turn your ML experiments into bulletproof production systems! Discover battle-tested MLOps patterns that get 80% more models to production. From automated pipelines to real-time monitoring—learn the cloud-native secrets that Fortune 500 teams use to scale AI without the headaches.,https://www.linkedin.com/in/bha11178/,,,,,Bharath Reddy Baddam_mlops.png,https://youtu.be/gAltdyeaI1U,"bridging,mlops,gap",
No,production,Jimmy Katiyar,Senior Product Manager,SiriusXM,,,,From Model to Production: Building Scalable MLOps Pipelines for Enterprise Systems,"Transform your ML deployment chaos into production-ready systems! Learn battle-tested MLOps strategies from enterprise automation experience, covering pipeline design, monitoring, and scaling challenges that actually work in real-world environments.",https://www.linkedin.com/in/jimmykatiyar/,,,,,Jimmy Katiyar_mlops.png,https://youtu.be/WLolfgNUN-c,"model,production,building",
No,production,Srikanth Vissarapu,,Meta US,,,,From Lab to Production: Building Scalable MLOps Pipelines That Actually Work - A Data-Driven Blueprint for ML Success,87% of ML projects fail to reach production. Discover proven frameworks that help Fortune 500 companies deploy models 5x faster with 60% higher performance. Get actionable MLOps pipelines and governance templates you can implement today. Transform your ML experiments into production winners,,,,,,Srikanth Vissarapu_mlops.png,https://youtu.be/uP_yiHTPOL8,"lab,production,building",
No,scalability,Dennis Nerush,Director of AI Engineering,Elementor,,,,Scaling AI: Fault-Tolerant GenAI Solutions for Millions,"Building GenAI products at scale is hard! Serving millions of users demands fault tolerance, DX, and flexibility. This talk will explain how we built a scalable infra that integrates multiple AI vendors and switches between them as needed. This talk will prepare you for scaling GenAI products",https://www.linkedin.com/in/dennis-nerush/,DennisNerush,,,,Dennis Nerush_mlops.png,https://youtu.be/CRWCevLsi7w,"scaling,ai,fault",
No,scalability,Naveen Edapurath Vijayan,"Head of Engineering, AWS Central Economics",AWS,,,,MLOps at Scale,"As ML models power mission-critical applications, scalable MLOps is key to reliability and efficiency. This talk explores automating ML pipelines, CI/CD for ML, model monitoring, and governance. Learn best practices to streamline deployment and ensure responsible AI at an enterprise scale.",https://www.linkedin.com/in/naveenvijayan/,,,,,Naveen Edapurath Vijayan_mlops.png,https://youtu.be/xo8usJEjcIQ,"mlops,scale",
No,security,Arfi Siddik Mollashaik,"Solution Architect - Professional Services - Data Security, Data Privacy and Data Governance",securiti.ai,,,,AI-Driven Cybersecurity: Intelligent Threat Detection and Privacy in the Post-Quantum Era,"Discover how AI and ML are revolutionizing cybersecurity with real-time threat detection, privacy-preserving models, and quantum-resistant defenses. This talk unveils the future of secure, intelligent systems built to protect against today’s threats and tomorrow’s quantum risks.",https://www.linkedin.com/in/arfi-siddik-mollashaik-b3984a102/,,,,,Arfi Siddik Mollashaik_mlops.png,https://youtu.be/2wMBKhYm3hI,"ai,driven,cybersecurity",
No,security,Sudheer Obbu,Senior Lead Software Engineer,JPMorgan Chase,,,,Zero Trust MLOps: Securing AI Pipelines from Development to Production,"Your ML models are under attack! Learn how Zero Trust cuts AI security breaches by 73%. Real frameworks, live demos, battle-tested strategies from Fortune 500 deployments. Stop playing defense—make your pipelines unbreachable.",https://www.linkedin.com/in/sudheerobbu,,,,,Sudheer Obbu_mlops.png,https://youtu.be/Ss3CcoULpgQ,"zero,trust,mlops",
