Featured,Track,Name1,JobTitle1,Company1,Name2,JobTitle2,Company2,Title,Abstract,LinkedIn1,Twitter1,LinkedIn2,Twitter2,Slides,Picture,YouTube,Keywords,Teaser
No,deep dive,Neeraj Pandey,Co-Founder,Tagmate,,,,Genetic Algorithms: Better optimisation with Darwinian Principles,"Evolutionary algorithms have continuously shaped us from optimizing ride-sharing trip duration, to the most complex artificial intelligence, and life. Learn how genetic algorithms, a nature-inspired approach to optimization can effectively help generate music to forecast financial markets.

Genetic Algorithms, a nature-inspired approach to optimization, is a fast way to find a good optimized solution without checking each and every possibility. The talk takes the audience into a small history of genetics and how Darwinian principles of selection, heredity, and variations are used in modern computing to optimize the most complex artificial intelligence and life with real-life examples ranging from solving the knapsack problem to forecasting financial markets.",https://www.linkedin.com/in/neerajpandey99/,@neerajp99,,,,python_neeraj.png,,"algorithms,searching,nature,finance,music,art",
No,deep dive,Paolo Melchiorre,CTO,20tab,,,,Maps with Django,"Keeping in mind the Pythonic principle that “simple is better than complex” we'll see how to create a web map with the Python based web framework Django using its GeoDjango module, storing geographic data in your local database on which to run geospatial queries.

""A *map* in a website is the best way to make geographic data easily accessible to users because it represents, in a simple way, the information relating to a specific geographical area and is in fact used by many online services.

Implementing a web *map* can be complex and many adopt the strategy of using external services, but in most cases this strategy turns out to be a major data and cost management problem.

In this talk we'll see how to create a web *map* with the **Python** based web framework **Django** using its **GeoDjango** module, storing geographic data in your local database on which to run geospatial queries.
Through this intervention you can learn how to add a *map* on your website, starting from a simple *map* based on **Spatialite/SQLite** up to a more complex and interactive *map* based on **PostGIS/PostgreSQL**.""",https://www.linkedin.com/in/paolomelchiorre/,@pauloxnet,,,,python_paolo.png,,"Django,Web,Development,Rest APIs,Map,GeoDjango,SpatiaLite,SQLite,PostGIS,PostgreSQL",
No,lessons learned,Paweł Skrzypek,CTO,7bulls.com,,,,Complex AI Forecasting Methods for Investments Portfolio Optimization,"Presentation of the first complete AI investment platform. It is based on most innovative AI methods: most advanced neural networks (ResNet/DenseNet, LSTM, GAN autoencoders) and reinforcement learning for risk control and position sizing using Alpha Zero approach.

It shows how the complex AI system which covers both supervised and reinforcement learning could be successfully used to investment portfolio optimization in real time. The architecture of the platform and used algorithms will be presented together with the workflow of machine learning. Also, the real demo of the platform will be shown. The M4 conference winning forecasting method will be presented, with the application to financial time series forecasting.",https://www.linkedin.com/in/pawel-skrzypek-836344/,,,,,python_pawel.png,,"ai forecasting methods,investments portfolio optimization",
No,lessons learned,Ranjan Mohan,Senior Software Engineer,Thales,,,,Python best practices,"Good day Ma'am/Sir,
I'd like to share my experience with Python over the last 4 years.
Specifically on practices that have benefited our workflow in terms of future refactoring and performance.

Python easily makes it to the top 5 on several reports for widely used programming languages due to its ease of use. Due to this, it is very important to enforce best practices while coding which we'll be covering in this session  which can be attended by everyone interested in python programming.",https://www.linkedin.com/in/ranjanmj/,,,,,python_ranjan.png,,"performance,best practices,pep",
No,deep dive,Ricardo Miranda,Big Data Consultant,Closer Consulting,,,,Reduce - the Suisse army knife of the modern programmer,Python reduce is a powerful higher-order function. Being comfortable with reduce lets programmers be prolific and understand most modern programing languages - it is a transferable skill. It is also very powerful for Spark programming and any other context where immutability is required.,https://www.linkedin.com/in/ricardocmiranda/,,,,,python_ricardo.png,,"functional programming,spark,immutability,side effects,fold left,reduce",
No,lessons learned,Rob Richardson,Developer Evangelist,SingleStore,,,,The Definitive Deep Dive into the .git Folder,"What's in the .git folder? How are commits stored? How do branches work? We'll dive deep into the objects folder, unpack commits, look at the types of DAG nodes, examine object content, and build a complete visualization of the stored content. We'll also quickly look through Git hooks, Git config, and ref logs. Come experience the zen of git.",https://www.linkedin.com/in/erobrich/,@rob_rich,,,,python_rob.png,,"Git,tools,development",
No,deep dive,Sohan Maheshwar,Developer Advocate,AWS,,,,Build Cloud Infrastructure using Python,"Infrastructure as code (IaC) is the process of managing and provisioning computer data centers through machine-readable definition files, rather than physical hardware configuration or interactive configuration tools. IaC is gaining popularity worldwide because it of its easier cloud onboarding, faster development process, cutsomizability and shareability.

This talk will show how you can build cloud infrastructure using Python and serves as a good introduction to what IaC is. ",https://www.linkedin.com/in/sohanmaheshwar/,@soganmageshwar,,,,python_sohan.png,,"cloud infrastructure,IaC",
No,deep dive,Steven Kolawole,Data Scientist,SCITYLANA,,,,Streamlit: The Fastest Way to build Data Apps,"When we think about building python-based data science apps, we think Flask. But there is a better option now. Streamlit. 

Streamlit is a fantastic new tool that lets you create powerful & highly-interactive web apps for your machine learning projects with deceptively simple Python scripts.
The best thing about Streamlit is that it doesn’t require any knowledge of web dev. If you know Python, you’re good to go!

In this talk, we'll go through how to build a very simple Streamlit app step-by-step. I will also review the pros and cons of Streamlit, as regards to other popular Python web frameworks being used by Data Scientists and ML Engineers.",https://www.linkedin.com/in/steven-kolawole-80/,@steveddev,,,,python_steven.png,,"Streamlit,DataApp,PyData,DevOps",
No,lessons learned,Tadeh Hakopian,Design Technology Manager,HMC Architects,,,,Programming your way up a Skyscraper - Coding in the Architecture Profession,"When I started working on the latest high rise for San Francisco a challenge stood before me: How am I going to do this without losing my mind? Thankfully Python coding came to the rescue. This talk will showcase all the tools built around Python that can make architecture dreams come true!

""The audience will learn about how open source coding has been used for buildings. There is a burgeoning industry for software development and open source tools to be used in building design and construction. I want to show everyone how much interest there is in open source tools in this sector and my intent is to gain audience interest and grow the open source community in Architecture.

This talk explains how I used Python to dive into open source tools for my projects. This includes scripting with open source tools like Dynamo, Rhino and Blender. My talk is meant to encourage others to learn how to use open source tools with Python and enhance their projects whether it is in digital or physical space.
""",https://www.linkedin.com/in/thakopian/,@tadeh_hakopian,,,,python_tadeh.png,,"Skyscraper,coding,architecture,blender,pythonweb,data analysis, machine learning, ai,opensource",
No,deep dive,Vishrut Kohli,Software Engineer,Grofers,,,,To build a production-ready distributed task queue system with celery.,"We hear a lot about queuing technologies like Redis, RabbitMQ etc., but building and maintaining a consuming and publishing mechanism is not that easy. 

In this talk, we will see how we can take advantage of Celery to build a Highly efficient, Resilient, transparent, and scalable set up to run at scale.",https://www.linkedin.com/in/lazycoder07/,@vishrutkohli,,,,python_vishrut.png,,"production-ready distributed task queue system,celery,django,queing",
No,deep dive,Yehonathan Sharvit,Clojure wizard,CyCognito,,,,Data-Oriented programming for Python - liberate yourself from the complexity of objects,"Data-Oriented programming reduces the complexity of the systems you build by treating data as a first-class citizen manipulated by general-purpose functions.

    - Data-Oriented programming is a paradigm that aims at reducing the complexity of software systems and making the development experience more productive.
    - Data-Oriented programming draws a clear separation between code and data. It treats data as a value that is manipulated by general-purpose functions.
    - In this talk, we illustrate the principles of Data-Oriented programming in the context of a software production system and how to apply them in production.
    - After attending this talk, you will be able to apply Data-Oriented programming principles in your preferred programming language, whether it's Object-Oriented or Functional, and reduce the complexity of the systems you build",https://www.linkedin.com/in/viebel/,@viebel,,,,python_yehonathan.png,,Data-Oriented programming,
No,lessons learned,Zac Hatfield-Dodds,Researcher,Australian National University,,,,Stop Writing Tests!,"Under-tested financial code is a *very bad idea* - just ask Knight Capital how they lost 
$460 million in less than an hour.  More often, bugs expose you to a little more risk
or a little less value that you expected... but what can we do differently?
We often think of manual testing as slower and less effective than automated testing,
but most test suites haven't automated that much!  

Computers can execute all our 
pre-defined tests very quickly - and this is definitely a good thing, especially for 
regression tests - but the tricky parts are still done by humans.
We select test cases (inputs) and check that the corresponding outputs make sense;
we write functions that ""arrange, act, and assert"" for our tests; and we decide -
or script via CI systems - which tests to execute and when.

So lets explore some next-generation tools that we could use to automate these 
remaining parts of a testing workflow!

[PROPERTY-BASED TESTING](https://increment.com/testing/in-praise-of-property-based-testing/) helps you to write more powerful tests by automating selection 
of test cases: instead of listing input-output pairs, you describe the kind of data 
you want and write a test that passes *for all X...*.  We'll see a live demo, and 
learn something about the Python builtins in the process!

[CODE INTROSPECTION, and a handy templating tool](https://hypothesis.readthedocs.io/en/latest/ghostwriter.html), can help write tests for you.
Do you need to know any more than which code to test, and what properties should hold?

[ADAPTIVE FUZZING tools](https://hypofuzz.com/) take CI to its logical conclusion: instead of running a fixed
set of tests on each push, they sit on a server and run tests full-time... fine-tuning
themselves to find bugs in *your* project and pulling each new commit as it lands!

By the end of this talk, you'll know what these three kinds of tools can do - 
and how to get started with automating the *rest* of your testing tomorrow.

---

Is it really automated testing when you still have to write all the tests?  What if your tools:

1. wrote test code for you ('ghostwriting')
2. chose example inputs (property-based testing)
3. decided which tests to run (adaptive fuzzing)

Now _that's_ automated  - and it really does work!",,@dodds_zac,,,,python_zac.png,,"stop writing tests,fuzzing,property-based testing",
No,deep dive,Jose Haro Peralta,Director,Algorizm,,,,Delivering successful API integrations with Python,"Modern web applications are usually served over APIs. Through API integrations, we enable communication between microservices and between backend and frontend. Successful API integrations are crucial for the stability of our platforms and the products and services we build around them. However, more often than not, API integrations tend to fail. Reasons vary, but a common factor is lack of proper API documentation. In this presentation, I want to show how we can use documentation-driven development to deliver successful API integrations, by leveraging the big ecosystem of tools and frameworks developed around API specifications. 

In documentation-driven development, we write the API specification first using a standard specification format. I’ll show how we can leverage documentation to test and validate our API implementations before we release them, and how we can develop our clients using API mock servers. The approach described in this presentation won’t eliminate completely the risk of API integration failures, but it’ll surely lead to a more robust software delivery process for our APIs.",https://www.linkedin.com/in/jose-haro-peralta/,@JoseHaroPeralta,,,,python_jose.png,,successful API integrations,
No,lessons learned,Hui Xiang Chua,Senior Analytics Manager,Essence,,,,Beginning your own data engineering projects,"Collecting and maintaining quality data is at the heart of data engineering. Before we can perform data science or data analytics, we need data to begin with and using Python, we can automate the data collection process and keep data up-to-date. Data engineers are high in demand as they lay the foundation for data-driven enterprises. If you're interested to build up your portfolio of data engineering projects, watch my talk :)",https://www.linkedin.com/in/hui-xiang-chua/,@hxchuaruns,,,,python_huixiang.png,,data engineering projects,
No,deep dive,Gaspare Vitta,CI/CD Engineer for Autonomous Driving,FCA Fiat Chrysler Automobiles,,,,Reproducible Builds with Bazel,"If you run two builds with the same source code and the same commit but on two different machines, do you expect to get the same result?
Well, in most cases you will not!

In this talk, we'll identify sources of non-determinism in most build processes and look at how Bazel can be used to create reproducible, hermetic builds. We'll then create a reproducible Flask application that can be built with Bazel so that the Python interpreter and all dependencies are hermetical.",https://www.linkedin.com/in/gasparevitta/,@gasparevitta,,,,python_gaspare.png,,"Reproducible Builds,Bazel",
No,pandas,Reuven M. Lerner,Python Trainer,Lerner Consulting,,,,Working with dates and times in Pandas,"Pandas has become extremely popular over the last few years, offering people the chance to analyze data within Python. Most of us work with text and numbers, and Pandas certainly knows how to do that very well.

But it also offers a powerful set of tools for working with time and dates. Using this functionality opens the door to new types of analysis.",https://www.linkedin.com/in/reuven/,@reuvenmlerner,,,,python_reuven.png,,"dates,times,pandas",
No,pandas,Matt Harrison,Python & Data Science Corporate Trainer,MetaSnake,,,,Idiomatic Pandas,"Pandas can be tricky, and there is a lot of bad advice floating around. 
This talk will cut through some of the biggest issues I've seen with Pandas code after working with the library for a while and writing two books on it.",https://www.linkedin.com/in/panela/,,,,,python_matt.png,,Idiomatic Pandas,
