Featured,Track,Name1,JobTitle1,Company1,Name2,JobTitle2,Company2,Title,Abstract,LinkedIn1,Twitter1,LinkedIn2,Twitter2,Slides,Picture,YouTube,Keywords,Duration
No,culture,Mandi Walls,DevOps Advocate,PagerDuty,,,,Plan for Unplanned Work: Game Days and Chaos Engineering,"How do you plan for unplanned incidents? You practice with Chaos Engineering. Strong incident response doesn't just happen, you have to build the skills and train your team. Practicing for major incidents gives your team insight into how your applications will behave when something goes wrong as well as how the team will interact to solve problems. Combining your Incident Response practices with Chaos Engineering roots your response practice in real-world scenarios, helping your team build confidence.",https://www.linkedin.com/in/mandiwalls/,@lnxchk,,,,im_mandi_walls.png,,"game,days,chaos,engineering",
No,culture,Steve Pereira,Founder,Visible Value Stream Consulting,,,,"Flow Engineering - Boost velocity, quality and happiness through your entire value stream","How can you make time for real innovation and improvement?
How do you know what to automate?
How do you escape process prison?
How can you get everyone aligned to make a difference?
How do you get from where you are to your next performance target?

This is an introduction to 4 valuable mapping techniques and models that build clarity, alignment, and confidence in teams using a combination of collaboration, visibility and measurement.

I'll introduce 4 powerful maps: Outcome, Value Stream, Dependency, and Capability, that you can co-create with your teams to uncover hidden insights and opportunities. I'll show you how to take those insights and create a powerful roadmap of actions and experiments to dramatically improve flow and deliver continuous value.

Flow Engineering builds on the lean practice of Value Stream design and improvement as a framework of techniques you can use right now to reveal your biggest opportunities to eliminate hours of friction every week, so you can invest in what's next.

Use it to improve your:
- Development process
- Planning and shaping
- Delivery/Data/Testing/Analytics/Logging Pipeline
- Employee/Customer Onboarding
- Support/Failure Recovery/Incident Management
- Workflow of choice
…and start spending more time on what's next

",https://www.linkedin.com/in/devopsto/,@SteveElsewhere,,,,im_steve_pereira.png,,"flow,engineering,value,stream",
No,culture,Amir Shaked,Senior VP R&D,HUMAN,,,,Create a learning culture,"Building and marinating a five 9s system isn’t just about the tools and technologies. Development culture has a big part in how you keep a system available while scaling it up and supporting more features, users, and locations.
A healthy learning culture, supporting the development, not repairing mistakes, and identifying weak points is another tool in the engineering toolbox.
In this talk, we will discuss how to create a learning culture using debriefs, what to avoid, and how to instill change in an engineering organization.",https://www.linkedin.com/in/amirshaked/,@amirshaked,,,,im_amir_shaked.png,,"create,learning,culture",
No,tools,Matvey Kukuy,Senior Engineering Manager,Grafana Labs,,,,OSS alerting & incident response stack overview,"This first part of a talk is a general overview of tools avaliable for incident response in the OSS world. Trying to answer the questions: ""Are we ready?"". I'll focus on recently opensourced https://github.com/grafana/oncall.

The sencond part of a talk is a map of SRE practices to avaliable features. What is there for on-call rotations? Is there something for better communication? 

Will we finally have something which will allow us to switch from PagerDuty?",https://www.linkedin.com/in/motakuk/,@Mkukkk,,,,im_matvey_kukuy.png,,"oss,alerting,incident,response",
No,tools,Ricardo Castro,Lead SRE,Anova,,,,Relia...bility?,"Technology ecosystems are complex and it is really important to understand every change and how it affects our systems, as well as the service provided. Users expect systems to be up, responsive, fast, consistent, and reliable.

Reliability for systems means that they are doing what their users need them to do. A system's reliability is essentially how happy users are and we know those happy users are good for business. If reliability is one of the most important requirements of any system, users determine what reliability means, and it’s okay to not be perfect all the time. We need a way of thinking that can address this way of thinking since we have limited resources to spend, be they financial, human, or political.",https://www.linkedin.com/in/mccricardo/,@mccricardo,,,,im_ricardo_castro.png,,reliability,
No,tools,Valera Bronshtein,Head of DevOps,Memphis{dev},,,,How to build low-cost CI/CD solution on top of AWS,"Typical start-up build its initial infrastructure quick and dirty to get relevant and grow fast. Its awesome, but the fee comes later as not-bestpractised tools that consume a lot of time and money to manage them. In this session we will show how to switch from huge one-node Jenkins server to high-performance Jenkins fleet based on on-spot agents.",https://www.linkedin.com/in/valerabr/,@ValeraBronsht,,,,im_valera_bronshtein.png,,"build,low-cost,cicd,solution,aws",
No,deep dive,Hari Krishnan,Founder & CEO,Polarizer Technologies,,,,Contract Driven Development - Deploying your MicroServices independently without integration testing,"Our largest hurdle in deploying a MicroService was the Integration Testing stage. Just one incompatible API was enough to break the integration environment and block the path to production for all services.

While adopting OpenAPI helped address some of the communication gaps in API specs between teams, the deviations during implementation continued to persist. We needed an approach that changed the way teams collaborated on API Specs and also remove the need for integration testing.

To fill this need we came up with Contract Driven Development which consists of
1. Contract as Test - Contract (Example: OpenAPI) translated to Test Scenarios against the API implementation. Ensures that Provider (API implementation) adheres to Contract.
2. Smart Service Virtualisation - Verify Stub Data against OpenAPI Spec. Ensures the Consumer (API Client) is compatible with Provider's Contract.
3. Backward Compatibility Testing - OpenAPI vs OpenAPI (no code) to check if versions are backward compatible. Helps teams analyse if a change will break integration.

Takeaways

1. Issues with Integration Testing - The problem statement
2. Executable API Specifications - The role of API Specification Standards in eliminating Integration Tests
3. What is Contract Driven Development? Metrics to understand ROI

Target Audience - CTOs / Heads of Engineering / Technology Leaders, Senior Engineers

Pre-requisites - API Design Basics, Backward Compatibility, Service Virtualisation, Experience with Contract testing will be a bonus",https://www.linkedin.com/in/harikrishnan83/,@harikrishnan83,,,,im_hari_krishnan.png,,"contract,driven,development,microservices",
No,deep dive,Nishant Roy,Engineering Manager,Pinterest,,,,Incident Management,"When working on technical systems, it's inevitable that something will at some point break. Therefore, it is extremely important to be prepared for how to handle such a situation, and ensure you and your team are doing what you can to minimize the downtime for your users and/or customers.

Outages and similar drops in availability can occur in any system, whether it's user facing, employee facing, revenue generating, or recommendation generating.

**By minimizing the time taken to respond to and resolve such an incident, you can make sure to minimize the impact to your topline, customers, and users**

This is a tech talk intended to share some ideas with developers, SREs, and managers, on how to run a healthy incident management process within your organization. When things go wrong, it's extremely important to remain calm, reduce and resolve the impact, retroactively identify the top learnings, and follow up to make your systems more resilient to such outages in the future.

As the engineering manager for the Ads Serving Platform team at Pinterest, which owns multiple business critical services, and a member of the incident manager oncall for Pinterest, I have experienced several high-severity incidents, and have learned a lot from this process. I hope  my learnings can be of use to others in similar positions to run an effective incident response process.

By the end of this talk, the audience should be able to answer the following questions:

1. What differentiates an incident from a bug?
2. How can we empower our team(s) to reduce adverse impact to our customers/users/business?
3. How can we build a healthy culture around learning from our mistakes and growing together?
4. How to measure and track improvements to our incident management process?",https://www.linkedin.com/in/nishantroy/,@roy_nishant,,,,im_nishant_roy.png,,"incident,management",
No,deep dive,Eran Levy,Director Of Engineering,Cyren,,,,On Call Like a King - How we utilize Chaos Engineering to enhance engineers cloud native practices,"As engineers, we used to write code that was interacting with a well defined set of other applications. You usually had set of services that were running in well defined environments. The evolvement of cloud native technologies and the need to move fast, led organizations to redesign their structure. Engineers are now required to write services that are just one of many other services that usually solve a certain customer problem. Your services are smaller than what they used to be, they aren’t alone in a vacuum and you have to understand the problem space that your service is living in. These days engineers aren’t just writing code. They are expected to know how to deal with Kubernetes, HELM, containerize their service, ship to different environments and debug in a distributed cloud environment. 

In order to enhance engineers cloud native knowledge and best practices to deal with production incidents, we started a series of workshops called: ""On-Call like a king"" which aims to enhance engineers knowledge while responding to production incidents. Every workshop is a set of chaos engineering experiments that simulate real production incidents and the engineers practice on investigating, resolving and finding the root cause. 

In this talk I will share how did we get there, what are we doing and how did it improve our engineering teams expertise. ",https://www.linkedin.com/in/levyeran/,@levyeran,,,,im_eran_levy.png,,"chaos,engineering,cloud,native",
No,lessons learned,Brian Contos,CSO,Phosphorus Cybersecurity,,,,"Cameras, CACs & Clocks: Enterprise IoT Security Sucks - A Story of Two Million Interrogated Devices","Enterprise Internet of Things (IoT) security today is analogous to IT security in the mid 1990s. It was a time when security awareness was limited, countermeasures and best practices weren’t broadly applied, and attackers explored, compromised, controlled, and exfiltrated data from systems with minimal resistance. In short, enterprise IoT security sucks as bad today as that unpatched Windows NT 3.51 server with an RS-232 connected modem that IT forgot about.

Working globally with Fortune 500 enterprises and government agencies we’ve interrogated over two million production IoT devices. Across these two million devices we’ve identified threats and trends, compiled statistics, summarized compelling cases, and evaluated common offenders. We’ve also assembled tactics that organizations can employ to recognize value from their IoT devices while minimizing risk and ensuring that devices that are secure today will stay secure tomorrow.

Security issues are compounded by the quantity of IoT devices. Our analysis indicates that most organizations have about five IoT devices per employee. The global IoT market has grown from $100 billion in 2017 to over $1 trillion in 2022. There are over 46 billion connected devices today and 30 billion (65%) of those devices are IoT. We are increasingly dependent on consumer, enterprise, industrial, and military IoT devices for cost reduction, supply chain logistics, productivity gains, security, and everything in between. Despite the criticality of IoT, our security hasn’t kept pace. In the enterprise, we’ve identified that we simply don’t know:

●        What IoT devices we have - guesses based on legacy asset discovery solutions are consistently off by at least 50%
●        When our firmware was last updated - in many cases the firmware is end of life and the average IoT firmware age is six years 
●        If our credentials follow organizational policies - passwords that are default, low-quality, don’t have scheduled rotations, and lack centralized management are the norm
●        How vulnerable our IoT devices are - at least half of the IoT devices we’ve interrogated have known, high to critical level CVEs 

While enterprise IoT security currently sucks, it doesn’t have to be that way. By evaluating the security risks and the inherent limitations of IoT, you can leverage tactics that will have a rapid and positive impact on security.

Attendee takeaways: 
●        Discover your IoT devices, diagnose their security, and define their limitations
●        Employ tactics to improve your IoT security and communicate their status to stakeholders
●        Restate key findings derived from the interrogation of two million production IoT devices",https://www.linkedin.com/in/briancontos/,@BrianContos,,,,im_brian_contos.png,,"cameras,cacs,clocks,enterprise,iot",
No,lessons learned,Kurt Andersen,SRE Architect,Blameless,,,,Varieties of Incident Response,"Have you ever wondered if there was a better way to respond to incidents? When you are in the midst of an incident, does ""the process"" help you and your teammates or is it more of a burden?

There have been a variety of approaches to organizing people and teams over the 30+ years of online services. Each of them have benefits and drawbacks. This talk will dive into a representative set of these approaches to examine them and help the audience to have a wider context by which they can evaluate their own arrangements for incident response.

The talk will also look at incident response from a more abstract, task/intent-focused perspective to give a framework against which processes can be examined and adjusted to be more enabling, less burdensome. (And no, this is not a lite beer commercial ;-)) 
",https://www.linkedin.com/in/kurta1/,@drkurta,,,,im_kurt_andersen.png,,"varieties,incident,response",
